; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065362432,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1546523495,"CurrentTimeLocal","Thu Jan  3 05:51:35 2019","Hostname","nid01078","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,8,0,"Success",0.000259,0.059173,0.107706,0.005634,0.020827,0.018407,0.003114,0.018437,0.233806,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,9,0,"Success",0.000267,0.059062,0.107535,0.005649,0.021006,0.018458,0.003123,0.018539,0.233896,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,10,0,"Success",0.000253,0.059179,0.107478,0.005553,0.021027,0.018485,0.003137,0.018324,0.233684,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,11,0,"Success",0.000256,0.059324,0.107615,0.005622,0.021083,0.018452,0.003115,0.018621,0.234348,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,0,0,"Warmup",0.000558,0.085615,0.107199,0.005282,0.020157,0.019978,0.003242,0.02237,0.264675,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,1,0,"Warmup",0.000571,0.086174,0.107368,0.005233,0.020288,0.020113,0.00327,0.022571,0.265839,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,2,0,"Success",0.000598,0.085966,0.107559,0.005235,0.020282,0.019676,0.003249,0.022632,0.265449,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,3,0,"Success",0.000672,0.097101,0.121508,0.005481,0.022529,0.033142,0.014284,0.02281,0.317799,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,4,0,"Success",0.000585,0.086086,0.107195,0.005164,0.020118,0.019888,0.003239,0.022447,0.264968,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,5,0,"Success",0.000574,0.085857,0.10742,0.005207,0.020193,0.019813,0.003269,0.02242,0.265044,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,6,0,"Success",0.000588,0.08561,0.107318,0.005216,0.020263,0.020377,0.003237,0.022526,0.265348,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,7,0,"Success",0.000575,0.086,0.107354,0.005163,0.020367,0.019946,0.003235,0.022796,0.265721,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,8,0,"Success",0.000565,0.085933,0.107331,0.00519,0.020256,0.019757,0.003298,0.022552,0.265137,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,9,0,"Success",0.000602,0.085996,0.107295,0.005199,0.020208,0.020037,0.003236,0.022571,0.265421,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,10,0,"Success",0.000568,0.086021,0.107068,0.005199,0.020313,0.019936,0.003274,0.02251,0.265156,131088,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",8192,0,0,11,0,"Success",0.000584,0.085739,0.107023,0.005191,0.020176,0.020081,0.003244,0.022793,0.265072,131088,0,65536,2.7757269837e-17,0
