; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065362432,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1546522882,"CurrentTimeLocal","Thu Jan  3 05:41:22 2019","Hostname","nid01430","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,7,0,"Success",0.006497,1.20816,1.132725,3.378526,0.509449,0.441839,0.422423,1.418872,8.519198,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,8,0,"Success",0.00701,1.167668,1.175156,3.38975,0.504044,0.446103,0.395786,1.417429,8.503705,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,9,0,"Success",0.00681,1.212512,1.133092,3.367588,0.50997,0.448465,0.396076,1.435662,8.510975,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,10,0,"Success",0.006852,1.202426,1.126317,3.383947,0.513628,0.453632,0.398964,1.430091,8.516597,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,11,0,"Success",0.006708,1.186897,1.127729,3.398962,0.518531,0.47934,0.401242,1.400042,8.5206,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,0,0,"Warmup",0.011476,1.231221,1.139053,3.343542,0.773762,0.361461,0.394004,1.914812,9.170143,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,1,0,"Warmup",0.01247,1.164764,1.146256,3.329979,0.786771,0.377048,0.394185,1.878524,9.0906,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,2,0,"Success",0.012519,1.233044,1.143907,3.345484,0.743745,0.364096,0.39369,1.903688,9.140882,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,3,0,"Success",0.012758,1.208266,1.163461,3.328605,0.771641,0.377116,0.393939,1.860191,9.116842,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,4,0,"Success",0.012969,1.236969,1.140531,3.334096,0.765917,0.365501,0.394383,1.899351,9.150697,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,5,0,"Success",0.012604,1.185282,1.158526,3.296126,0.759557,0.384041,0.393995,1.891627,9.082634,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,6,0,"Success",0.012267,1.186014,1.127803,3.052601,0.747982,0.336473,0.370352,1.519708,8.3538,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,7,0,"Success",0.010081,1.107217,1.030073,2.775715,0.766565,0.336859,0.369241,1.511191,7.907447,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,8,0,"Success",0.01028,1.090006,1.036728,2.773028,0.769303,0.33823,0.382137,1.51186,7.912159,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,9,0,"Success",0.010099,1.107425,1.061007,2.739967,0.780752,0.35664,0.368991,1.486925,7.912261,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,10,0,"Success",0.009949,1.133145,1.050992,2.783301,0.755116,0.342472,0.368504,1.496691,7.940941,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,11,0,"Success",0.010444,1.146192,1.039764,2.764471,0.76056,0.340228,0.368866,1.518522,7.949588,8388624,0,4194304,2.7755602085e-17,0
