; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065362432,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1546518917,"CurrentTimeLocal","Thu Jan  3 04:35:17 2019","Hostname","nid00693","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 0.000108
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,0,0,"Warmup",0.00406,1.103673,1.027978,1.99627,0.558145,0.410495,0.476693,0.844716,6.422594,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,1,0,"Warmup",0.004314,1.089017,1.038762,2.020302,0.518237,0.413142,0.525881,0.837533,6.447814,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,2,0,"Success",0.004279,1.088925,1.063071,2.045,0.518922,0.4115,0.475682,0.937027,6.544962,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,3,0,"Success",0.004311,1.109974,1.039534,2.08171,0.525125,0.41631,0.477766,0.854352,6.509721,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,4,0,"Success",0.004364,1.115197,1.035004,2.078825,0.52001,0.412224,0.477005,0.828444,6.471612,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,5,0,"Success",0.004233,1.096713,1.038682,2.123449,0.623697,0.451804,0.484509,0.94838,6.772127,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,6,0,"Success",0.004653,1.125888,1.04313,2.19552,0.526136,0.465278,0.522641,0.94495,6.828894,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,7,0,"Success",0.004835,1.160669,1.55962,2.26405,0.576614,0.413612,0.484637,0.923364,7.388159,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,8,0,"Success",0.005651,1.086818,1.060871,2.161588,0.552046,0.429473,0.504925,0.949332,6.751474,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,9,0,"Success",0.006144,1.47318,1.047365,2.103762,0.521684,0.428556,0.495865,0.878789,6.956091,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,10,0,"Success",0.00457,1.11125,1.03137,2.00203,0.518753,0.416535,0.475892,0.902766,6.463746,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,11,0,"Success",0.004365,1.105554,1.028445,2.057472,0.519608,0.410286,0.475883,0.833086,6.435135,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,0,0,"Warmup",0.008713,1.10985,1.026655,2.327116,0.806973,0.327781,0.451752,1.616442,7.67629,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,1,0,"Warmup",0.009168,1.098844,1.036979,2.201843,0.757366,0.328231,0.48922,1.207682,7.129959,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,2,0,"Success",0.008483,1.110847,1.059442,2.137957,0.746142,0.32576,0.488284,1.212749,7.090352,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,3,0,"Success",0.008592,1.102504,1.050489,2.152594,0.741208,0.32624,0.46749,1.260549,7.110345,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,4,0,"Success",0.008637,1.112172,1.038763,2.19244,0.75112,0.326709,0.467563,1.252166,7.1502,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,5,0,"Success",0.008689,1.096682,1.044179,2.189724,0.748184,0.32768,0.468917,1.256718,7.141402,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,6,0,"Success",0.009652,1.122839,1.026732,2.195444,0.74867,0.326009,0.468987,1.254163,7.153049,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,7,0,"Success",0.008691,1.109497,1.040835,2.247809,0.760815,0.324956,0.467683,1.257387,7.218278,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,8,0,"Success",0.008644,1.098739,1.033423,2.187333,0.741409,0.325862,0.46708,1.243061,7.106024,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,9,0,"Success",0.008702,1.09535,1.019246,2.195229,0.741162,0.327643,0.467552,1.195957,7.051461,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,10,0,"Success",0.008557,1.12675,1.05926,2.531215,0.781286,0.326986,0.548309,1.647103,8.030242,8388624,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",524288,0,0,11,0,"Success",0.009781,1.113511,1.035945,2.191317,0.753853,0.326615,0.468736,1.252573,7.152932,8388624,0,4194304,2.7755602085e-17,0
