; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065362432,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1546523497,"CurrentTimeLocal","Thu Jan  3 05:51:37 2019","Hostname","nid01078","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,7,0,"Success",0.005076,0.606922,0.562672,1.307479,0.26781,0.168293,0.280127,0.546254,3.745311,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,8,0,"Success",0.00507,0.619941,0.549792,1.233961,0.266166,0.168843,0.278497,0.536613,3.659507,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,9,0,"Success",0.005349,0.627258,0.541832,1.244579,0.265101,0.168321,0.278593,0.555263,3.686988,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,10,0,"Success",0.004836,0.58941,0.543336,1.157166,0.263401,0.168395,0.275888,0.538878,3.541986,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,11,0,"Success",0.005833,0.632436,0.560034,1.164307,0.262995,0.168535,0.273451,0.532156,3.600419,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,0,0,"Warmup",0.008453,0.613988,0.552936,1.28174,7.144117,0.172723,0.246652,0.702724,10.723859,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,1,0,"Warmup",0.009361,0.61226,0.547799,1.282435,6.854666,0.173018,0.24627,0.752122,10.478584,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,2,0,"Success",0.009503,0.610207,0.556729,1.207436,7.060968,0.173802,0.245391,0.704859,10.569408,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,3,0,"Success",0.022596,0.645484,0.552609,1.198572,6.978204,0.17158,0.245442,0.716095,10.531235,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,4,0,"Success",0.009343,0.623264,0.549695,1.252862,7.090872,0.172922,0.251728,0.710581,10.662059,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,5,0,"Success",0.009324,0.635028,0.547655,1.286556,7.007519,0.174328,0.245379,0.775764,10.681979,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,6,0,"Success",0.0092,0.626933,0.540473,1.221485,6.899994,0.17296,0.245532,0.711141,10.428488,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,7,0,"Success",0.009313,0.617734,0.541545,1.214809,6.907705,0.173508,0.245131,0.70158,10.411952,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,8,0,"Success",0.009294,0.620023,0.550877,1.27473,7.08978,0.172833,0.257149,0.695155,10.670417,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,9,0,"Success",0.009476,0.601578,0.554136,1.254889,6.932653,0.173236,0.244693,0.739153,10.510471,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,10,0,"Success",0.009335,0.633548,0.540482,1.212768,6.988965,0.17,0.245222,0.707439,10.50836,4194320,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",262144,0,0,11,0,"Success",0.009331,0.624821,0.543502,1.209211,6.824321,0.171839,0.244187,0.713636,10.341483,4194320,0,2097152,2.7755628555e-17,0
