; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065206784,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1537232419,"CurrentTimeLocal","Mon Sep 17 18:00:19 2018","Hostname","nid01799","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 5.7e-05
; "Time_ContextDestroy [ms]", 2.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,2,27,"Success",0.011911,2849.012069,1472.530252,1561.388991,9806.448998,2185.517092,245.464195,343.581625,18463.957001,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,3,27,"Success",0.012734,2845.684371,1475.421759,1560.655799,9784.142146,2223.373179,246.654484,343.088803,18479.036126,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,4,27,"Success",0.012355,2846.191072,1473.682114,1561.660231,9756.985428,2186.683583,245.646203,342.002174,18412.864877,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,5,27,"Success",0.012098,2847.302817,1474.267703,1561.767838,9797.707886,2643.969197,244.389405,342.455549,18911.874082,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,6,27,"Success",0.011874,2848.059236,1471.673567,1559.522172,9778.371178,2214.768881,244.349335,342.4836,18459.241623,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,7,27,"Success",0.012324,2842.006977,1470.331964,1561.633274,9693.497274,2171.20882,245.288175,341.507155,18325.487725,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,8,27,"Success",0.011682,2852.238973,1470.867208,1561.043157,9757.046624,2210.324911,245.299514,340.802667,18437.636247,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,9,27,"Success",0.01235,2846.909456,1470.129711,1560.625006,9711.126914,3569.276487,245.068758,342.951984,19746.102606,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,10,27,"Success",0.011993,2849.302347,1473.012623,1562.147965,9764.571502,2199.233991,247.055997,341.848562,18437.186691,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",536870912,0,0,11,27,"Success",0.011962,2850.611892,1470.55659,1561.361398,9780.392133,2225.37832,245.285904,341.467017,18475.06718,2147483656,0,2147483648,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,0,28,"Warmup",0.012192,5754.342442,2938.092332,3177.491841,19970.597015,5758.558121,512.838484,681.640958,38793.576572,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,1,28,"Warmup",0.012806,5709.386079,2941.080193,3184.026993,19949.537532,5747.839051,513.776389,697.279498,38742.941972,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,2,28,"Success",0.012661,5717.234025,2932.506904,3177.616265,19828.380242,5749.915023,512.713071,690.112997,38608.494035,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,3,28,"Success",0.012412,5719.876717,2949.290494,3183.173894,19913.884853,5715.050255,505.919952,682.268849,38669.48034,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,4,28,"Success",0.012407,5702.403349,2918.351658,3147.846885,19945.51156,5738.221479,502.908304,689.609489,38644.868138,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,5,28,"Success",0.012754,5749.792755,2919.685988,3147.952975,19938.695747,5754.115394,502.693403,688.941929,38701.89358,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,6,28,"Success",0.012415,5713.457423,2921.984793,3147.525434,19837.136682,5616.919918,502.865586,690.461305,38430.366389,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,7,28,"Success",0.0123,5707.546239,2933.218376,3150.607436,19944.405731,5635.689469,503.083624,681.779218,38556.344933,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,8,28,"Success",0.013163,5701.111683,2925.760542,3162.938118,19935.323123,5620.849368,503.33489,680.213163,38529.547121,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,9,28,"Success",0.01253,5704.857726,2927.155236,3148.279347,19925.648926,5625.142199,504.633828,692.391718,38528.124349,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,10,28,"Success",0.012746,5732.335899,2928.614649,3147.84443,19933.639185,5633.167184,503.30358,682.664655,38561.585173,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1073741824,0,0,11,28,"Success",0.013123,5699.102183,2937.559868,3152.987871,19940.319572,5703.29733,570.182325,682.33139,38685.795889,4294967304,0,4294967296,0,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,0,29,"Warmup",0.000368,0.015077,0.008222,0.000112,0.000245,0.000201,4.2e-05,0.000545,0.025069,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,1,29,"Warmup",0.000183,0.010234,0.007449,0.000105,0.000147,6.6e-05,2.8e-05,0.000457,0.018886,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,2,29,"Success",0.00016,0.01017,0.007278,0.000119,0.000126,0.000115,3.4e-05,0.000434,0.018721,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,3,29,"Success",0.000157,0.010042,0.007257,9.6e-05,0.000125,0.000131,3.4e-05,0.000436,0.018584,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,4,29,"Success",0.00016,0.009814,0.007248,9.3e-05,0.000164,8.5e-05,3.4e-05,0.000436,0.018263,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,5,29,"Success",0.000162,0.010054,0.007378,0.000106,0.000151,0.000137,3e-05,0.000434,0.018708,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,6,29,"Success",0.00016,0.009962,0.007238,9.9e-05,0.000128,0.000104,3.4e-05,0.000404,0.018372,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,7,29,"Success",0.000182,0.009902,0.007315,8.2e-05,0.000145,0.000119,2.9e-05,0.000402,0.018377,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,8,29,"Success",0.000163,0.009759,0.007253,8.2e-05,0.000131,0.0001,3.3e-05,0.000434,0.018194,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,9,29,"Success",0.000159,0.009828,0.007246,8.3e-05,0.000147,0.000115,1.8e-05,0.000409,0.018237,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,10,29,"Success",0.000161,0.009906,0.007295,8.1e-05,0.000152,0.00011,1.7e-05,0.000404,0.018339,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",9,0,0,11,29,"Success",0.000163,0.009805,0.007249,8.1e-05,0.000123,0.000116,1.7e-05,0.000408,0.018205,40,0,36,1.126472394e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,0,47,"Warmup",0.000387,0.015173,0.007645,0.000121,0.001986,0.000536,4.8e-05,0.0006,0.026824,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,1,47,"Warmup",0.000167,0.01085,0.007217,8.6e-05,0.000622,0.000186,5.6e-05,0.000503,0.019937,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,2,47,"Success",0.000167,0.010687,0.007121,8.6e-05,0.000624,0.000178,4.2e-05,0.000461,0.019632,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,3,47,"Success",0.00018,0.010511,0.007201,8.3e-05,0.000595,0.000195,3.5e-05,0.000461,0.01955,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,4,47,"Success",0.000175,0.010396,0.007254,8.6e-05,0.000602,0.000202,1.9e-05,0.000445,0.019424,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,5,47,"Success",0.000175,0.010329,0.007094,8.5e-05,0.000571,0.000202,3.6e-05,0.00046,0.019205,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,6,47,"Success",0.000204,0.010288,0.007097,8.5e-05,0.000563,0.0002,3.7e-05,0.000422,0.019127,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,7,47,"Success",0.000163,0.010476,0.00721,8.3e-05,0.00062,0.000202,3e-05,0.000442,0.019469,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,8,47,"Success",0.000158,0.010242,0.00723,8.3e-05,0.000613,0.000202,1.9e-05,0.000479,0.019258,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,9,47,"Success",0.000154,0.010344,0.007152,8.4e-05,0.000591,0.000214,4e-05,0.000441,0.01922,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,10,47,"Success",0.000159,0.010279,0.007038,8.1e-05,0.000611,0.000186,3.7e-05,0.000451,0.019073,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",25,0,0,11,47,"Success",0.000153,0.010352,0.007235,8.4e-05,0.000634,0.000198,3.7e-05,0.000457,0.019364,104,0,100,3.601003711e-08,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,0,30,"Warmup",0.000174,0.168792,0.133564,9.4e-05,1.228078,0.030418,0.000257,0.049623,1.611395,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,1,30,"Warmup",0.000307,0.333967,0.241514,0.000121,0.029385,0.032454,0.000181,0.04811,0.686453,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,2,30,"Success",0.000256,0.317865,0.240897,0.000134,0.03098,0.033044,0.000112,0.048194,0.672002,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,3,30,"Success",0.000297,0.320549,0.241627,0.000121,0.028901,0.030394,0.00019,0.048714,0.671217,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,4,30,"Success",0.000287,0.323842,0.241554,0.000127,0.03032,0.030032,0.00011,0.048792,0.675599,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,5,30,"Success",0.000305,0.319277,0.261165,0.000113,0.028897,0.030878,0.000157,0.048685,0.689952,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,6,30,"Success",0.000284,0.325829,0.241086,0.000118,3.070868,0.028377,0.00013,0.048239,3.715377,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,7,30,"Success",0.000393,0.315863,0.241773,0.000123,0.028065,0.028317,0.00012,0.048594,0.663655,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,8,30,"Success",0.000264,0.319874,0.240917,0.00013,0.027947,0.029447,0.000195,0.049199,0.66837,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,9,30,"Success",0.000246,0.321725,0.240982,0.000115,0.027829,0.028912,6.1e-05,0.050895,0.671168,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,10,30,"Success",0.000264,0.317971,0.252222,0.000118,0.027597,0.029383,0.000136,0.047963,0.676058,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",27,0,0,11,30,"Success",0.00026,0.316248,0.241305,0.0001,0.028889,0.028726,0.000163,0.047798,0.664002,112,0,108,7.3516525942e-09,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,0,59,"Warmup",0.000334,0.126538,0.09031,0.000104,0.319875,0.064563,0.00012,0.010704,0.612916,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,1,59,"Warmup",0.000482,0.234458,0.166677,0.000123,0.028077,0.059326,6.1e-05,0.010506,0.500298,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,2,59,"Success",0.000262,0.226001,0.180001,0.000104,0.030086,0.060811,8e-05,0.009588,0.507374,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,3,59,"Success",0.000263,0.224909,0.1805,0.000121,0.029342,0.058432,8.5e-05,0.01005,0.50412,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,4,59,"Success",0.000252,0.22542,0.192582,0.000111,0.027069,0.058865,7.7e-05,0.009828,0.514615,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,5,59,"Success",0.000245,0.228496,0.166157,0.000121,0.029194,0.060606,9.5e-05,0.009569,0.495017,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,6,59,"Success",0.000257,0.224491,0.203162,9.8e-05,0.028734,0.058429,0.000164,0.009528,0.525471,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,7,59,"Success",0.000276,0.224278,0.183072,0.000129,0.03039,0.05788,0.000137,0.009269,0.50592,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,8,59,"Success",0.000276,0.233121,0.165786,0.000118,0.028636,0.058153,0.000148,0.009692,0.49645,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,9,59,"Success",0.000364,0.225133,0.179974,0.000132,0.028392,0.060087,0.000266,0.009679,0.504447,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,10,59,"Success",0.00024,0.225037,0.183069,0.000181,0.028578,0.060349,0.000253,0.00978,0.507947,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",49,0,0,11,59,"Success",0.000252,0.230193,0.166523,9.7e-05,0.028027,0.059649,0.000131,0.009479,0.494817,200,0,196,2.9220890576e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,0,31,"Warmup",0.000295,0.254569,0.207013,0.000187,0.028524,0.032296,0.000218,0.0169,0.540542,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,1,31,"Warmup",0.000296,0.270592,0.195578,0.000153,0.028362,0.031444,0.00021,0.017295,0.544524,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,2,31,"Success",0.000243,0.269371,0.195365,0.000174,0.0312,0.029726,0.000235,0.016962,0.543701,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,3,31,"Success",0.0003,0.266497,0.195683,0.000158,0.029152,0.029594,0.000155,0.01809,0.54031,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,4,31,"Success",0.000256,0.261622,0.21067,0.000187,0.029211,0.029026,0.0004,0.016799,0.548681,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,5,31,"Success",0.000253,0.276782,0.196034,0.00015,0.028832,0.031676,0.000195,0.017781,0.552328,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,6,31,"Success",0.000248,0.271478,0.19529,0.000177,0.029536,0.031113,0.000216,0.017578,0.546178,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,7,31,"Success",0.000246,0.263197,0.194947,0.000156,0.029735,0.031028,0.000195,0.01722,0.537367,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,8,31,"Success",0.000256,0.265353,0.195181,0.000158,0.030195,0.029613,0.000207,0.016855,0.538458,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,9,31,"Success",0.000254,0.271994,0.194443,0.000135,0.029554,0.030619,0.000197,0.016928,0.544551,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,10,31,"Success",0.000258,0.28963,0.195162,0.000167,0.027965,0.029393,0.0002,0.017434,0.560833,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,11,31,"Success",0.00026,0.272551,0.19493,0.000166,0.028864,0.029134,0.000174,0.017201,0.543905,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,0,48,"Warmup",0.000163,0.792702,0.64711,0.000156,3.954599,0.045644,0.000203,0.046177,5.487199,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,1,48,"Warmup",0.000292,1.495313,0.630844,0.000132,0.198079,0.018801,0.000184,0.043807,2.387962,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,2,48,"Success",0.000277,1.490241,0.631897,0.000151,0.192812,0.018078,0.000166,0.042105,2.376369,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,3,48,"Success",0.000305,1.528617,0.630724,0.000155,0.199104,0.019204,0.000179,0.042407,2.421177,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,4,48,"Success",0.000266,1.514623,0.629758,0.000135,0.182258,0.019146,0.000169,0.04397,2.390861,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,5,48,"Success",0.000297,1.500164,0.629847,0.000151,0.196009,0.017973,0.00017,0.042205,2.387298,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,6,48,"Success",0.000273,1.509542,0.736739,0.000154,0.191764,0.018117,0.000176,0.042082,2.499268,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,7,48,"Success",0.00031,1.506839,0.717871,0.000171,0.219393,0.017705,0.000188,0.04094,2.503868,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,8,48,"Success",0.000246,1.498321,0.630466,0.000141,0.191532,0.018888,0.00018,0.057492,2.397704,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,9,48,"Success",0.000318,1.492462,0.629809,0.000123,0.180973,0.01829,0.000168,0.042912,2.36551,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,10,48,"Success",0.000297,1.489556,0.629471,0.000122,0.189008,0.018044,0.000171,0.042473,2.369618,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,11,48,"Success",0.000291,1.497561,0.62945,0.000144,0.184056,0.019099,0.000181,0.042156,2.373393,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,0,32,"Warmup",0.005579,1.695876,1.145689,0.000199,0.185292,0.049533,0.000324,0.161229,3.244367,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,1,32,"Warmup",0.005477,1.700871,1.068519,0.000247,0.177922,0.050646,0.000307,0.158978,3.163373,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,2,32,"Success",0.005522,1.720515,1.011374,0.000246,0.175124,0.048546,0.000266,0.160911,3.122998,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,3,32,"Success",0.005545,1.644883,0.983916,0.000245,0.183372,0.050225,0.000281,0.159462,3.028337,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,4,32,"Success",0.005502,1.622701,0.986056,0.000148,0.174783,0.065662,0.000399,0.169733,3.025365,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,5,32,"Success",0.005585,1.644164,0.985708,0.000182,0.175203,0.050568,0.000296,0.160725,3.02285,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,6,32,"Success",0.00564,1.635068,0.983203,0.000144,0.171285,0.049922,0.000277,0.159034,3.004977,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,7,32,"Success",0.005598,1.664332,0.986151,0.000261,0.186695,0.049821,0.000313,0.15665,3.050196,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,8,32,"Success",0.005564,1.635015,0.986458,0.000466,0.185538,0.047669,0.000298,0.157779,3.019289,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,9,32,"Success",0.005519,1.660983,0.984007,0.00015,0.174015,0.065996,0.000293,0.170788,3.062152,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,10,32,"Success",0.005527,1.625213,0.983943,0.000196,0.196025,0.048273,0.000344,0.159681,3.019588,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,11,32,"Success",0.005608,1.638446,0.98533,0.000251,0.169132,0.048711,0.000286,0.159447,3.00761,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,0,60,"Warmup",0.005403,1.327574,0.805436,0.000161,0.212921,0.042335,0.000438,0.146746,2.541452,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,1,60,"Warmup",0.005512,1.3198,0.8083,0.00016,0.179716,0.051616,0.000564,0.155826,2.521929,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,2,60,"Success",0.005346,1.308516,0.782088,0.00014,0.197992,0.04972,0.000495,0.162969,2.507679,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,3,60,"Success",0.005366,1.302822,0.763389,0.000142,0.170316,0.043444,0.000451,0.15111,2.43743,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,4,60,"Success",0.005444,1.354042,0.791859,0.000143,0.171717,0.045408,0.00028,0.1495,2.518779,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,5,60,"Success",0.005402,1.306361,0.826965,0.000151,0.176453,0.045828,0.00031,0.148081,2.509935,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,6,60,"Success",0.005394,1.305506,0.720971,0.000134,0.156911,0.052086,0.000624,0.157592,2.399618,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,7,60,"Success",0.005348,1.300447,0.706261,0.000151,0.178821,0.045768,0.00043,0.147372,2.384975,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,8,60,"Success",0.0054,1.305213,0.706433,0.000132,0.164989,0.042891,0.000385,0.151421,2.377239,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,9,60,"Success",0.005382,1.300663,0.705832,0.00014,0.195567,0.044159,0.000396,0.154635,2.407168,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,10,60,"Success",0.005411,1.303791,0.704604,0.000143,0.1672,0.045817,0.000415,0.148239,2.375991,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,11,60,"Success",0.005443,1.314559,0.704853,0.000139,0.176937,0.043091,0.000431,0.146415,2.39226,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,0,49,"Warmup",0.005513,2.97588,1.083287,0.000398,0.175761,0.029491,0.000409,0.21301,4.484238,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,1,49,"Warmup",0.00549,2.851749,1.079571,0.000282,0.202522,0.031062,0.000242,0.21059,4.382158,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,2,49,"Success",0.005496,2.861547,1.187391,0.00028,0.165628,0.028665,0.00024,0.215274,4.465112,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,3,49,"Success",0.005436,2.951156,1.080889,0.000286,0.184917,0.029457,0.000235,0.218881,4.471734,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,4,49,"Success",0.005413,2.855352,1.080455,0.000288,0.165564,0.028756,0.000234,0.225976,4.362553,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,5,49,"Success",0.005583,2.904784,1.119774,0.000288,0.157512,0.028505,0.000215,0.21235,4.429603,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,6,49,"Success",0.005561,2.894272,1.08365,0.000319,0.153184,0.030289,0.000244,0.216134,4.384187,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,7,49,"Success",0.005432,2.834137,1.140139,0.00032,0.178526,0.028484,0.00024,0.210405,4.398157,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,8,49,"Success",0.005381,2.950719,1.079372,0.000281,0.157624,0.028642,0.000337,0.209195,4.432024,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,9,49,"Success",0.005438,2.844553,1.0788,0.000274,0.1537,0.028551,0.000234,0.212528,4.324534,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,10,49,"Success",0.005474,2.833037,1.19482,0.000315,0.161309,0.028025,0.00032,0.206917,4.430674,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,11,49,"Success",0.005486,2.950305,1.081145,0.0003,0.16297,0.027575,0.000269,0.217033,4.445586,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,0,33,"Warmup",0.005359,2.512196,1.993169,0.000337,0.203179,0.056127,0.000751,0.275796,5.047431,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,1,33,"Warmup",0.005346,2.35484,1.852013,0.000263,0.191579,0.070731,0.000819,0.293707,4.769689,2920,0,2916,5.5242149634e-08,0
