; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065206784,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536721379,"CurrentTimeLocal","Tue Sep 11 20:02:59 2018","Hostname","nid01115","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00015
; "Time_ContextDestroy [ms]", 4.8e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,10,24,"Success",0.000264,0.270441,0.195502,0.00018,0.037096,0.036779,0.000225,0.017828,0.558744,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",81,0,0,11,24,"Success",0.000258,0.274364,0.196006,0.000193,0.037234,0.03844,0.000212,0.018333,0.565454,328,0,324,2.9134139109e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,0,36,"Warmup",0.000171,0.783566,0.642832,0.000128,0.326415,0.020741,0.000299,0.050035,1.824666,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,1,36,"Warmup",0.000245,1.491185,0.627271,9.9e-05,0.186675,0.020269,0.000226,0.049157,2.375688,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,2,36,"Success",0.000248,1.461725,0.62673,0.000142,0.192414,0.023405,0.000133,0.058096,2.363448,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,3,36,"Success",0.000302,1.484791,0.626709,0.000129,0.183483,0.023395,0.000169,0.051155,2.370583,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,4,36,"Success",0.000259,1.497746,0.627598,0.000141,0.184144,0.020293,0.00014,0.050157,2.380918,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,5,36,"Success",0.000248,1.496451,0.626569,0.000137,0.194357,0.022714,0.000131,0.051591,2.392672,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,6,36,"Success",0.000276,1.49667,0.629008,0.000121,0.195375,0.021251,0.00015,0.050196,2.393524,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,7,36,"Success",0.000299,1.478585,0.729881,0.000121,0.179082,0.023378,0.000131,0.049068,2.460995,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,8,36,"Success",0.000307,1.474242,0.627476,0.000138,0.202707,0.021684,0.000143,0.049906,2.377051,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,9,36,"Success",0.000255,1.47606,0.626327,0.000123,0.182649,0.020861,0.000157,0.050126,2.357062,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,10,36,"Success",0.000292,1.500994,0.626648,0.000127,0.194117,0.020744,0.000162,0.051261,2.394838,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",125,0,0,11,36,"Success",0.000284,1.474769,0.625774,0.000124,0.196966,0.020555,0.000182,0.050067,2.369156,504,0,500,3.9982652942e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,0,25,"Warmup",0.005228,1.683213,1.125935,0.000169,0.221095,0.073825,0.000454,0.190879,3.301285,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,1,25,"Warmup",0.005808,1.68747,1.078674,0.000152,0.182767,0.070358,0.000368,0.185652,3.211808,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,2,25,"Success",0.005789,1.628401,1.051107,0.00016,0.261873,0.071203,0.000372,0.178935,3.198291,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,3,25,"Success",0.005679,1.647398,1.051548,0.000178,0.228861,0.073791,0.000555,0.193044,3.20148,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,4,25,"Success",0.005814,1.636652,1.074651,0.000186,0.191008,0.054051,0.000341,0.178862,3.142043,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,5,25,"Success",0.00589,1.623683,0.996927,0.000165,0.183459,0.053022,0.000387,0.176491,3.040462,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,6,25,"Success",0.005843,1.606361,0.997004,0.000157,0.180626,0.074307,0.00042,0.184648,3.049813,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,7,25,"Success",0.005735,1.593507,0.998531,0.00016,0.194793,0.070834,0.000461,0.18383,3.048307,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,8,25,"Success",0.005854,1.590491,0.998371,0.000164,0.182125,0.072645,0.000433,0.192902,3.04343,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,9,25,"Success",0.005847,1.592732,0.997017,0.000168,0.175306,0.05413,0.000365,0.179265,3.005306,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,10,25,"Success",0.005775,1.59671,0.996936,0.000163,0.190686,0.070488,0.00063,0.191259,3.053119,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",243,0,0,11,25,"Success",0.005742,1.623467,0.995421,0.000141,0.179597,0.072089,0.000668,0.185416,3.063013,976,0,972,4.6860147994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,0,45,"Warmup",0.005541,1.320211,0.79407,0.00018,0.188101,0.056464,0.000531,0.167123,2.532746,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,1,45,"Warmup",0.005728,1.295105,0.771018,0.00018,0.175369,0.05567,0.000633,0.172426,2.476626,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,2,45,"Success",0.005699,1.295517,0.776574,0.000169,0.176953,0.048754,0.00033,0.151907,2.456375,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,3,45,"Success",0.005684,1.333812,0.771235,0.000145,0.201677,0.049026,0.000456,0.1614,2.523901,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,4,45,"Success",0.005415,1.308821,0.751413,0.000147,0.168403,0.056641,0.0006,0.162927,2.454831,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,5,45,"Success",0.005652,1.307324,0.733521,0.000163,0.171202,0.056605,0.000547,0.166236,2.441706,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,6,45,"Success",0.005684,1.297717,0.804538,0.000164,0.163297,0.054644,0.000653,0.161379,2.488538,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,7,45,"Success",0.005641,1.291035,0.811097,0.000164,0.187431,0.053736,0.000545,0.168469,2.51856,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,8,45,"Success",0.005643,1.279966,0.71483,0.000196,0.169618,0.047345,0.000477,0.161475,2.379989,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,9,45,"Success",0.005619,1.282337,0.716764,0.000139,0.180286,0.045473,0.000283,0.15481,2.386179,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,10,45,"Success",0.005744,1.302698,0.714207,0.000166,0.176054,0.04922,0.000319,0.16371,2.412607,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",343,0,0,11,45,"Success",0.005676,1.292134,0.71564,0.000142,0.154942,0.055263,0.000441,0.162965,2.387677,1376,0,1372,4.5616843723e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,0,37,"Warmup",0.017474,2.841311,1.09237,0.000291,0.175465,0.029252,0.000267,0.207327,4.36424,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,1,37,"Warmup",0.005447,2.849318,1.037389,0.000261,0.182914,0.027648,0.000217,0.208503,4.312169,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,2,37,"Success",0.005641,2.778402,1.036413,0.000275,0.186166,0.027934,0.000223,0.209931,4.245433,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,3,37,"Success",0.005528,2.846961,1.069806,0.000252,0.203286,0.027536,0.000219,0.20626,4.360373,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,4,37,"Success",0.00557,2.818284,1.043815,0.000274,0.223197,0.029899,0.000228,0.200881,4.322643,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,5,37,"Success",0.005529,2.80115,1.066103,0.000316,0.156474,0.029056,0.000223,0.204602,4.263925,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,6,37,"Success",0.005552,2.888568,1.038952,0.000257,0.193005,0.028086,0.00024,0.205952,4.361064,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,7,37,"Success",0.005597,2.800645,1.038233,0.000273,0.181492,0.029897,0.000207,0.203427,4.260195,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,8,37,"Success",0.005564,2.776351,1.077127,0.000316,0.163839,0.026919,0.000219,0.203611,4.254397,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,9,37,"Success",0.005589,2.868409,1.038566,0.000276,0.181555,0.027828,0.000216,0.206979,4.329845,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,10,37,"Success",0.0055,2.785389,1.088176,0.000272,0.171531,0.028653,0.000221,0.209578,4.289811,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",625,0,0,11,37,"Success",0.005557,2.777355,1.089474,0.000366,0.151712,0.027668,0.000263,0.202985,4.255867,2504,0,2500,4.6100349528e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,0,26,"Warmup",0.005603,2.536104,1.920013,0.000379,0.188838,0.084401,0.000878,0.30375,5.04055,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,1,26,"Warmup",0.005394,2.376327,1.965385,0.000281,0.174767,0.08376,0.00087,0.276942,4.884178,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,2,26,"Success",0.005511,2.375246,1.864412,0.0003,0.181188,0.075981,0.000737,0.285287,4.789148,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,3,26,"Success",0.005438,2.377999,2.033406,0.000344,0.157637,0.065831,0.000686,0.270204,4.912016,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,4,26,"Success",0.005487,2.373444,1.946036,0.000421,0.199091,0.064455,0.000674,0.286002,4.876186,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,5,26,"Success",0.005574,2.338052,1.916096,0.000438,0.158143,0.063904,0.00128,0.265116,4.749081,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,6,26,"Success",0.005429,2.391788,1.941945,0.000399,0.161821,0.062877,0.000609,0.267905,4.833221,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,7,26,"Success",0.005381,2.370928,2.042279,0.00045,0.163325,0.063723,0.00067,0.268034,4.915279,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,8,26,"Success",0.005518,2.322079,1.849276,0.000385,0.191921,0.066702,0.00087,0.269494,4.706697,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,9,26,"Success",0.005436,2.375351,2.031733,0.001805,0.148768,0.064561,0.00063,0.268235,4.896983,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,10,26,"Success",0.005556,2.41044,1.929472,0.000376,0.161147,0.068053,0.000619,0.266807,4.842965,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",729,0,0,11,26,"Success",0.005505,2.327286,2.022979,0.000493,0.194888,0.065962,0.00068,0.272316,4.890601,2920,0,2916,5.5242149634e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,0,27,"Warmup",0.005684,4.906964,4.667904,0.000748,0.246222,0.087645,0.001374,0.653156,10.570332,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,1,27,"Warmup",0.005677,4.697426,4.629293,0.000707,0.244663,0.103561,0.00148,0.648796,10.332037,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,2,27,"Success",0.005674,4.784202,4.662923,0.000741,0.272451,0.088603,0.001323,0.660388,10.476765,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,3,27,"Success",0.005613,4.76075,4.560836,0.000723,0.225693,0.083414,0.001274,0.661287,10.300077,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,4,27,"Success",0.005681,4.704631,4.524402,0.000785,0.258631,0.086822,0.001394,0.64482,10.227636,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,5,27,"Success",0.005492,4.67638,4.524244,0.000749,0.25615,0.112131,0.0017,0.653281,10.230617,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,6,27,"Success",0.005677,4.742647,4.556753,0.000742,0.26695,0.086105,0.001328,0.645993,10.306681,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,7,27,"Success",0.005876,4.812089,4.521535,0.000735,0.219289,0.088181,0.001337,0.643292,10.292772,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,8,27,"Success",0.005685,4.689272,4.614466,0.000717,0.238014,0.117881,0.00174,0.671391,10.339643,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,9,27,"Success",0.005718,4.668769,4.533708,0.000718,0.304875,0.086992,0.001474,0.649241,10.251964,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,10,27,"Success",0.005561,4.790849,4.523338,0.000718,0.257747,0.112829,0.001822,0.666982,10.360303,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2187,0,0,11,27,"Success",0.005713,4.677541,4.623804,0.00068,0.25427,0.116733,0.001672,0.672173,10.353056,8752,0,8748,5.3889833459e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,0,46,"Warmup",0.005552,4.719,3.889003,0.000755,0.475376,0.159988,0.002048,0.680266,9.932622,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,1,46,"Warmup",0.005599,4.308166,3.917508,0.000743,0.415139,0.108556,0.001921,0.639601,9.397803,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,2,46,"Success",0.010478,4.245829,4.007956,0.000726,0.415122,0.108877,0.001941,0.644867,9.450615,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,3,46,"Success",0.005697,4.33379,3.921838,0.000739,0.451951,0.160513,0.002542,0.681437,9.559011,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,4,46,"Success",0.005655,4.260147,4.055121,0.000708,0.447823,0.165064,0.002195,0.657169,9.594384,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,5,46,"Success",0.005724,4.277512,3.886074,0.000726,0.395578,0.106656,0.002261,0.636895,9.311903,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,6,46,"Success",0.005709,4.255321,3.884118,0.00071,0.386174,0.105502,0.001509,0.659963,9.299522,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,7,46,"Success",0.005681,4.262701,3.944509,0.000754,0.406991,0.110479,0.001812,0.661249,9.394716,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,8,46,"Success",0.005749,4.264732,4.024292,0.000711,0.433231,0.155043,0.002079,0.651187,9.53752,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,9,46,"Success",0.005728,4.253037,3.88171,0.00075,0.451621,0.15646,0.002016,0.678072,9.429885,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,10,46,"Success",0.005671,4.262674,3.887599,0.000743,0.399786,0.107761,0.001672,0.641034,9.307439,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",2401,0,0,11,46,"Success",0.005629,4.189883,3.967175,0.000736,0.402149,0.111279,0.001904,0.647373,9.326575,9608,0,9604,5.3375155932e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,0,38,"Warmup",0.005551,4.41617,2.745557,0.001038,0.186812,0.073895,0.002102,0.426772,7.858481,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,1,38,"Warmup",0.005506,4.2847,2.726648,0.00092,0.184338,0.076017,0.001919,0.433603,7.714204,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,2,38,"Success",0.005527,4.279539,2.734522,0.000953,0.175047,0.075422,0.001686,0.440869,7.714052,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,3,38,"Success",0.005552,4.246012,2.729691,0.001035,0.185344,0.079252,0.001996,0.457958,7.707318,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,4,38,"Success",0.005575,4.169321,2.821716,0.001046,0.182397,0.076819,0.001844,0.439171,7.69837,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,5,38,"Success",0.005512,4.279079,2.727165,0.000963,0.198805,0.071889,0.002519,0.44045,7.726881,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,6,38,"Success",0.005518,4.256016,2.733217,0.001048,0.20551,0.076338,0.001945,0.436666,7.716741,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,7,38,"Success",0.005543,4.281083,2.733002,0.001033,0.174272,0.075837,0.001716,0.437639,7.710613,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,8,38,"Success",0.005491,4.272637,2.730818,0.00101,0.172884,0.072336,0.00176,0.4376,7.695065,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,9,38,"Success",0.005516,4.18307,2.829373,0.001059,0.183831,0.078016,0.001812,0.440276,7.723456,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,10,38,"Success",0.005466,4.267202,2.727448,0.000963,0.195696,0.076288,0.001682,0.465068,7.740338,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",3125,0,0,11,38,"Success",0.005488,4.255573,2.735453,0.001041,0.19451,0.077358,0.001838,0.44024,7.71201,12504,0,12500,5.5595405246e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,0,28,"Warmup",0.005797,5.10428,4.549869,0.00307,0.371888,0.137513,0.003921,0.649431,10.826282,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,1,28,"Warmup",0.005587,4.944654,4.608308,0.002066,0.400199,0.138113,0.004126,0.650222,10.75384,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,2,28,"Success",0.005592,4.958469,4.539729,0.002302,0.36537,0.126207,0.004107,0.64985,10.652198,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,3,28,"Success",0.005665,4.925623,4.541578,0.00363,0.401571,0.148109,0.005344,0.661781,10.693782,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,4,28,"Success",0.005558,4.945065,4.538972,0.002237,0.38378,0.124796,0.00403,0.652058,10.656958,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,5,28,"Success",0.005652,4.93609,4.541705,0.002678,0.412134,0.134751,0.004184,0.657703,10.695342,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,6,28,"Success",0.00564,4.965032,4.540652,0.003614,0.353228,0.132583,0.00442,0.661478,10.667126,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,7,28,"Success",0.005725,4.942071,4.537571,0.003397,0.400416,0.133618,0.004273,0.663342,10.690898,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,8,28,"Success",0.005537,4.94813,4.549751,0.00201,0.408952,0.142883,0.00414,0.65531,10.717191,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,9,28,"Success",0.005663,4.965519,4.536139,0.002245,0.377779,0.121231,0.003933,0.648906,10.661866,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,10,28,"Success",0.005628,4.93136,4.57075,0.002289,0.408163,0.132827,0.003881,0.656607,10.711957,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",6561,0,0,11,28,"Success",0.005716,4.962613,4.537443,0.002006,0.408344,0.12397,0.00399,0.64651,10.691051,26248,0,26244,5.8347450101e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,0,39,"Warmup",0.005296,4.275879,3.718438,0.004678,0.284165,0.155631,0.009275,0.713831,9.167728,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,1,39,"Warmup",0.005338,4.071873,3.675122,0.004608,0.268904,0.139822,0.009389,0.74039,8.916049,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,2,39,"Success",0.005298,4.041362,3.705278,0.00462,0.272856,0.151535,0.00946,0.717338,8.908377,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,3,39,"Success",0.005392,4.072421,3.672064,0.004598,0.252002,0.152815,0.008782,0.729745,8.89836,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,4,39,"Success",0.00534,4.003099,3.720818,0.00464,0.249357,0.151329,0.007683,0.718129,8.860932,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,5,39,"Success",0.005309,4.086809,3.735334,0.004606,0.259175,0.153132,0.009291,0.720502,8.974779,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,6,39,"Success",0.005333,4.04062,3.704662,0.004644,0.238964,0.151876,0.00864,0.719633,8.87492,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,7,39,"Success",0.005385,4.089252,3.675835,0.004645,0.244863,0.157777,0.008481,0.728003,8.914793,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,8,39,"Success",0.005371,4.013572,3.714461,0.004629,0.259823,0.155602,0.008306,0.716213,8.878491,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,9,39,"Success",0.005285,4.083519,3.676602,0.004616,0.244782,0.156177,0.009345,0.724327,8.905199,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,10,39,"Success",0.005537,4.005676,3.728557,0.004567,0.255265,0.159883,0.007939,0.721687,8.88965,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",15625,0,0,11,39,"Success",0.005277,4.076839,3.678806,0.00459,0.259475,0.156093,0.009345,0.724359,8.915294,62504,0,62500,6.0015487738e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,0,47,"Warmup",0.004971,8.263679,7.830795,0.004993,0.333436,0.208465,0.008959,1.29894,17.954783,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,1,47,"Warmup",0.00478,7.752312,7.811564,0.004974,0.383082,0.209631,0.009059,1.328459,17.504372,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,2,47,"Success",0.004897,7.786497,7.893383,0.004989,0.337833,0.208889,0.008967,1.293403,17.539268,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,3,47,"Success",0.004925,7.640714,7.809986,0.00497,0.356337,0.213587,0.009361,1.333822,17.374216,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,4,47,"Success",0.004943,7.680456,7.915574,0.004965,0.391765,0.250021,0.008894,1.294849,17.55195,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,5,47,"Success",0.004992,7.657131,7.918493,0.004962,0.322799,0.206283,0.009209,1.29748,17.421746,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,6,47,"Success",0.004905,7.660838,7.807867,0.004975,0.340782,0.216657,0.009446,1.333707,17.379617,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,7,47,"Success",0.005092,7.708852,7.812641,0.004969,0.302164,0.202269,0.009396,1.313802,17.359608,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,8,47,"Success",0.005127,7.643139,7.805421,0.005024,0.391687,0.235814,0.009176,1.326086,17.42191,67232,0,67228,7.0359812534e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,9,47,"Success",0.004964,7.704715,7.808415,0.004957,0.324279,0.214186,0.009191,1.294326,17.365548,67232,0,67228,7.0359812534e-08,0
