; "SupportedThreads",272,"UsedThreads",272,"TotalMemory",101215670272,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536875344,"CurrentTimeLocal","Thu Sep 13 14:49:04 2018","Hostname","nid07929","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00023
; "Time_ContextDestroy [ms]", 0.00025
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,1,36,"Warmup",0.034201,23.451554,22.326531,0.00145,1.398337,0.309264,0.00334,0.398455,47.928482,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,2,36,"Success",0.035231,23.289702,22.394562,0.00154,1.369477,0.314074,0.00238,0.378645,47.790281,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,3,36,"Success",0.03587,23.490336,22.29847,0.00159,1.476618,0.313024,0.00311,0.403665,48.027453,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,4,36,"Success",0.035701,23.325733,22.383741,0.00136,1.353717,0.308374,0.00138,0.379195,47.794101,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,5,36,"Success",0.03555,23.506745,22.241189,0.001561,1.347896,0.305764,0.00117,0.397085,47.842,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,6,36,"Success",0.03633,23.346113,22.338081,0.00143,1.381127,0.300764,0.00181,0.375825,47.78632,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,7,36,"Success",0.035751,23.321963,22.221929,0.00147,1.637881,0.316564,0.0017,0.403315,47.945313,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,8,36,"Success",0.03561,23.296333,22.392651,0.00142,1.377968,0.319714,0.00127,0.376974,47.8069,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,9,36,"Success",0.03582,23.356434,22.210438,0.00146,1.371887,0.306124,0.00316,0.403985,47.694069,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,10,36,"Success",0.03533,23.326044,22.398071,0.00145,1.381727,0.322204,0.00705,0.384615,47.861201,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,11,36,"Success",0.034961,23.245401,22.174429,0.00158,1.368457,0.315154,0.00345,0.403175,47.551717,1000,0,1000,3.2984124316e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,0,25,"Warmup",0.03954,21.705593,23.367023,0.00224,1.674141,0.610008,0.00293,1.945714,49.353019,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,1,25,"Warmup",0.02145,21.680313,23.423624,0.00272,1.734481,0.597348,0.00741,1.982825,49.456581,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,2,25,"Success",0.02064,21.613562,23.494195,0.00227,1.732661,0.636439,0.00341,2.239658,49.753775,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,3,25,"Success",0.03253,21.332038,23.437144,0.00218,1.671141,0.597177,0.00585,1.957385,49.040695,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,4,25,"Success",0.02139,21.619701,23.334193,0.0023,1.698572,0.599387,0.00507,1.946845,49.233378,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,5,25,"Success",0.02108,21.688533,23.478145,0.00223,1.722781,0.615828,0.0028,2.068166,49.605173,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,6,25,"Success",0.01891,21.552951,23.383094,0.00231,1.720481,0.630458,0.00317,2.266739,49.583203,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,7,25,"Success",0.0289,21.311658,23.441364,0.00251,1.695821,0.592618,0.00426,1.930644,49.013425,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,8,25,"Success",0.02354,21.566101,23.346013,0.00212,1.693401,0.620948,0.00382,1.946355,49.209088,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,9,25,"Success",0.02282,21.712812,23.493265,0.00215,1.721002,0.607577,0.00366,1.988115,49.557111,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,10,25,"Success",0.02361,21.550411,23.396084,0.0022,1.726311,0.636598,0.00436,2.273709,49.619933,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,11,25,"Success",0.02461,21.324718,23.423904,0.00244,1.721792,0.599477,0.00269,1.934745,49.040366,1944,0,1944,3.0609549012e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,0,45,"Warmup",0.03357,21.825075,23.517535,0.00286,1.741192,0.660848,0.00398,1.788343,49.578323,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,1,45,"Warmup",0.02494,22.154428,23.350724,0.00261,1.794882,0.668359,0.00916,1.882414,49.892937,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,2,45,"Success",0.02315,22.111778,23.431794,0.00277,1.759583,0.675548,0.01294,1.957735,49.980368,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,3,45,"Success",0.02217,22.167069,23.469275,0.00266,1.762052,0.675088,0.00653,1.913804,50.024508,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,4,45,"Success",0.026071,22.085807,23.454045,0.00271,1.728962,0.79565,0.00437,1.815943,49.918278,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,5,45,"Success",0.02431,22.079607,23.463315,0.00308,1.833063,0.682169,0.01188,1.810283,49.912797,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,6,45,"Success",0.02301,22.091657,23.403915,0.00274,1.798482,0.685449,0.00262,1.802442,49.814785,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,7,45,"Success",0.03316,29.590212,23.85471,0.00249,1.831193,0.683108,0.00436,1.928615,57.933078,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,8,45,"Success",0.02346,22.28746,23.552206,0.00257,1.737312,0.683569,0.00216,1.919174,50.213461,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,9,45,"Success",0.02242,22.102848,23.413474,0.00255,1.757133,0.698808,0.005361,1.910943,49.918598,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,10,45,"Success",0.022141,22.072607,23.556276,0.00274,1.807353,0.701069,0.00256,1.816552,49.986268,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,11,45,"Success",0.02454,22.144788,23.621747,0.00265,1.830943,0.688339,0.00246,1.811883,50.13209,2744,0,2744,3.3543551864e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,0,37,"Warmup",0.035101,30.462152,32.294616,0.00283,1.420228,0.441305,0.0032,1.650311,66.314753,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,1,37,"Warmup",0.03584,30.889228,32.257866,0.00257,1.412287,0.430756,0.00343,2.032155,67.069182,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,2,37,"Success",0.034931,31.035649,32.497759,0.00274,1.413407,0.541297,0.0037,1.690372,67.224465,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,3,37,"Success",0.03564,30.921939,32.299895,0.0028,1.408208,0.422295,0.00326,1.653281,66.752158,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,4,37,"Success",0.03461,31.03155,32.283995,0.0028,1.427138,0.443846,0.00436,1.793562,67.027352,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,5,37,"Success",0.035311,30.902448,32.353836,0.00297,1.490429,0.439216,0.0033,1.658301,66.890801,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,6,37,"Success",0.047801,30.897658,32.348606,0.00271,1.401068,0.442955,0.00574,1.780333,66.931461,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,7,37,"Success",0.035431,30.889778,32.354686,0.00275,1.414398,0.432516,0.00305,1.757832,66.895911,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,8,37,"Success",0.03731,30.865688,32.378666,0.00293,1.432428,0.444916,0.00334,1.672481,66.842229,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,9,37,"Success",0.03599,31.07767,32.323826,0.00285,1.410957,0.444236,0.00502,1.773622,67.080292,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,10,37,"Success",0.0347,30.952979,32.345087,0.00284,9.403738,0.449636,0.00475,1.682771,74.881061,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,11,37,"Success",0.034761,30.965219,32.340476,0.0026,1.396597,0.434776,0.00704,1.734702,66.922021,5000,0,5000,4.0920524775e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,0,26,"Warmup",0.036531,33.5247,37.167967,0.00291,1.920624,0.620408,0.00445,2.341619,75.626209,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,1,26,"Warmup",0.02142,34.103878,36.945484,0.00298,1.884533,0.619948,0.00679,2.962237,76.552851,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,2,26,"Success",0.021661,34.033367,37.067555,0.00327,1.892854,0.618158,0.01298,2.479751,76.135316,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,3,26,"Success",0.0253,34.192259,37.111106,0.00307,17.033874,0.665748,0.00617,2.799635,91.842132,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,4,26,"Success",0.02295,34.136889,36.864303,0.00302,1.688151,0.636828,0.00362,9.644691,83.005562,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,5,26,"Success",0.024491,33.915965,37.204707,0.00316,43.471036,45.939337,0.00413,2.44496,163.013526,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,6,26,"Success",0.034771,33.819795,36.975634,0.00302,1.62644,0.611878,0.00396,2.43526,75.516188,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,7,26,"Success",0.02237,34.037328,37.148536,0.00301,1.926084,0.615998,0.00504,2.878306,76.642362,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,8,26,"Success",0.02187,34.23203,36.761411,0.00324,1.731462,0.635538,0.00462,2.42925,75.825161,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,9,26,"Success",0.02147,34.120388,37.175637,0.00319,1.875913,0.620058,0.00718,9.795863,83.626899,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,10,26,"Success",0.020221,34.025197,36.859743,0.00319,21.334107,0.637588,0.00346,2.35598,95.246276,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,11,26,"Success",0.023141,34.022337,37.157296,0.00297,1.865833,0.627657,0.00418,2.929517,76.638302,5832,0,5832,3.8321335414e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,0,27,"Warmup",0.03511,34.096518,39.541437,0.00527,2.372589,0.620748,0.01128,5.480239,82.168721,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,1,27,"Warmup",0.02232,33.571551,38.521614,0.00528,2.278838,0.593518,0.0087,5.522179,80.53039,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,2,27,"Success",0.02166,33.630162,38.544394,0.00545,2.38373,0.602908,0.00639,5.466948,80.667482,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,3,27,"Success",0.02165,33.729614,38.646355,0.00517,2.332369,0.605658,0.0066,5.519949,80.873765,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,4,27,"Success",0.022271,33.555751,38.567724,0.00522,2.309959,0.718149,0.00641,5.482019,80.674193,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,5,27,"Success",0.02094,33.916896,38.503853,0.00554,2.315919,0.595787,0.00621,5.470409,80.845984,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,6,27,"Success",0.02185,33.479751,38.533143,0.00542,2.306859,0.608338,0.00699,5.57594,80.544861,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,7,27,"Success",0.02252,33.686543,38.579465,0.00529,2.342619,0.610318,0.00647,5.427418,80.686773,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,8,27,"Success",0.02126,33.696253,38.504904,0.00528,2.37541,0.599607,0.00656,11.570235,86.786889,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,9,27,"Success",0.02074,33.44091,38.610815,0.0054,2.317139,0.696959,0.00692,5.462719,80.567502,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,10,27,"Success",0.022401,33.627632,38.581234,0.00533,2.333059,0.598688,0.01402,5.480059,80.668483,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,11,27,"Success",0.02209,33.528631,38.679906,0.00526,2.290458,0.600298,0.00714,5.55972,80.700533,17496,0,17496,4.8017154438e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,0,46,"Warmup",0.02093,37.980988,42.784117,0.006,2.603693,0.78767,0.01535,5.482419,89.687227,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,1,46,"Warmup",0.02111,37.832935,42.695287,0.00631,18.542673,9.052814,0.01405,6.190868,114.362067,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,2,46,"Success",0.02046,37.902977,42.805417,0.00695,2.522572,0.78384,0.00609,5.662551,89.717087,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,3,46,"Success",0.02541,38.427503,42.678956,0.00712,2.574613,0.77526,0.01529,6.269958,90.77937,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,4,46,"Success",0.02128,37.753444,43.038191,0.00688,6.160888,0.873561,0.00941,5.665221,93.534775,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,5,46,"Success",0.032341,38.616545,43.062761,0.00678,2.533952,0.76878,0.01,6.254568,91.290967,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,6,46,"Success",0.02095,37.890857,42.674366,0.0061,10.028866,0.79021,0.00606,5.58837,97.010989,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,7,46,"Success",0.021871,37.840505,42.737418,0.00607,2.525351,0.80471,0.00602,6.276969,90.224504,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,8,46,"Success",0.02131,37.736415,42.698256,0.00637,2.578152,0.784709,0.013471,5.57822,89.423494,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,9,46,"Success",0.026491,37.754154,42.636006,0.00649,2.521672,0.773979,0.0083,6.272259,90.004692,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,10,46,"Success",0.02079,37.836756,42.651386,0.00587,17.293547,0.80183,0.00701,5.612821,104.23603,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,11,46,"Success",0.02138,37.866476,42.625606,0.00601,2.596792,0.78715,0.00616,6.307359,90.222333,19208,0,19208,4.1816298443e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,0,38,"Warmup",0.031511,22.575993,24.274385,0.00661,1.53982,0.362784,0.01145,2.762355,51.570128,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,1,38,"Warmup",0.021071,21.398808,24.134383,0.007471,1.5927,0.374224,0.01065,2.713355,50.258052,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,2,38,"Success",0.01925,21.50124,24.056103,0.00698,1.57516,0.371034,0.00818,2.592103,50.13546,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,3,38,"Success",0.01993,21.409289,24.083922,0.00721,1.57325,0.368775,0.0148,2.597053,50.080959,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,4,38,"Success",0.022151,21.48279,24.084592,0.00702,1.524529,0.369215,0.00815,2.603403,50.10853,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,5,38,"Success",0.018911,21.57706,24.085433,0.00697,1.502759,0.371405,0.013,2.621233,50.203411,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,6,38,"Success",0.021181,21.438389,24.114033,0.00685,1.541099,0.367905,0.0184,2.579342,50.09325,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,7,38,"Success",0.01897,21.42746,24.192703,0.00715,1.515439,0.366735,0.01837,2.582983,50.1359,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,8,38,"Success",0.019791,21.360268,24.141923,0.00706,4.704509,0.366415,0.00804,2.583902,53.197798,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,9,38,"Success",0.03403,21.44798,24.174003,0.00689,1.545439,0.357524,0.016421,2.658383,50.245941,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,10,38,"Success",0.02098,21.423589,24.250185,0.00699,1.506139,0.365235,0.00756,2.554462,50.14123,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,11,38,"Success",0.019981,21.423869,24.172083,0.0072,1.58797,0.365234,0.01784,2.481061,50.080349,25000,0,25000,4.414990185e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,0,28,"Warmup",0.021401,50.557654,57.681094,0.013311,44.459548,51.79244,0.01311,7.505534,212.050822,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,1,28,"Warmup",0.02413,50.916359,57.647133,0.0133,18.820237,0.946292,0.01324,8.507317,136.898778,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,2,28,"Success",0.0208,50.671496,57.614523,0.013611,33.50366,0.966982,0.01309,7.736967,150.547169,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,3,28,"Success",0.02306,50.484894,57.784075,0.013,11.522205,0.960082,0.01339,8.446136,129.252922,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,4,28,"Success",0.0219,50.571425,57.616003,0.01377,10.543303,0.954872,0.01356,7.767847,127.509,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,5,28,"Success",0.03643,50.648366,57.676664,0.01376,22.133408,0.963402,0.019041,8.508556,140.005387,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,6,28,"Success",0.022951,50.609065,57.746535,0.01327,11.344822,0.945662,0.01322,7.729348,128.430533,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,7,28,"Success",0.022,50.438993,57.788246,0.01374,22.369271,0.957982,0.01323,8.486076,140.096078,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,8,28,"Success",0.02263,50.625295,57.662424,0.01379,21.51277,0.954682,0.01566,7.826029,138.63898,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,9,28,"Success",0.02036,50.728367,57.743434,0.01334,3.22102,17.288387,0.01328,8.497667,137.531956,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,10,28,"Success",0.02168,50.588405,57.616343,0.013861,3.1874,16.623868,0.01338,7.762468,135.833275,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,11,28,"Success",0.02151,50.557765,57.736744,0.013331,3.139519,16.234044,0.01634,8.479576,136.205269,52488,0,52488,4.8148501308e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,0,39,"Warmup",0.0198,28.63219,32.147684,0.03013,1.738342,0.478236,0.034271,3.726116,66.814479,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,1,39,"Warmup",0.03413,28.449897,32.114194,0.03381,1.776013,0.470015,0.031131,3.739037,66.653967,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,2,39,"Success",0.02037,28.428567,31.971992,0.03266,1.709982,0.482826,0.03125,3.722297,66.406354,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,3,39,"Success",0.02148,28.400427,32.081133,0.0361,21.109115,0.521717,0.03179,3.732197,85.939559,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,4,39,"Success",0.02047,28.407297,32.155954,0.03486,1.701291,0.491606,0.03033,3.722917,66.571616,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,5,39,"Success",0.022481,28.412626,32.054123,0.03143,1.618351,35.658158,0.03136,3.781648,101.616397,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,6,39,"Success",0.01979,28.474798,32.151814,0.03417,11.090609,0.448236,0.03016,3.592626,75.848733,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,7,39,"Success",0.02181,28.373077,32.150323,0.03221,1.743902,0.484616,0.03131,3.803258,66.646527,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,8,39,"Success",0.020461,28.550398,32.353267,0.03285,1.681901,0.484926,0.030261,3.803108,66.963562,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,9,39,"Success",0.0216,28.577369,32.65755,0.034001,1.663031,0.465825,0.035801,3.805228,67.266655,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,10,39,"Success",0.02238,28.790562,32.321876,0.03282,1.654451,0.470296,0.03793,3.823558,67.161543,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,11,39,"Success",0.02712,30.677075,32.293526,0.034021,1.706461,0.470396,0.03124,3.818598,69.066007,125000,0,125000,4.9564281334e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,0,47,"Warmup",0.02107,63.603759,73.463963,0.032001,44.891314,15.427234,0.0346,11.041229,208.52049,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,1,47,"Warmup",0.01999,63.914043,73.635336,0.0377,37.962067,25.126186,0.03251,11.204051,211.937273,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,2,47,"Success",0.033481,63.334496,73.045338,0.03832,36.278556,1.273016,0.075271,10.924677,185.011065,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,3,47,"Success",0.019161,63.387106,72.896116,0.039571,31.269453,1.281136,0.03566,11.271242,180.204755,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,4,47,"Success",0.019811,63.370946,73.331021,0.038261,22.667085,1.321156,0.03294,11.068729,171.86384,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,5,47,"Success",0.019821,63.584429,73.25121,0.037091,19.11521,1.434938,0.032081,11.359282,168.842252,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,6,47,"Success",0.01932,63.546779,73.406392,0.037481,19.406814,1.403247,0.033301,11.122319,168.981853,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,7,47,"Success",0.033431,63.67628,73.26213,0.03703,28.024352,1.292536,0.032721,11.234461,177.597892,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,8,47,"Success",0.019861,63.155843,73.229701,0.0369,12.102822,1.316017,0.03806,11.052969,160.959873,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,9,47,"Success",0.0201,63.598069,73.025638,0.03723,46.369173,17.256757,0.03295,11.348773,211.69465,134456,0,134456,4.697464049e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,10,47,"Success",0.020591,63.466747,73.19798,0.037381,27.678477,1.385077,0.03369,11.039829,176.865853,134456,0,134456,4.697464049e-08,0
