; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1545071100,"CurrentTimeLocal","Mon Dec 17 10:25:00 2018","Hostname","nid01903","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32768,0,0,7,0,"Success",0.005431,0.077204,0.073155,0.115868,0.66336,0.656266,0.028096,0.087914,1.708048,262144,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32768,0,0,8,0,"Success",0.005719,0.077123,0.073602,0.115236,0.667454,0.675283,0.028289,0.081675,1.725053,262144,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32768,0,0,9,0,"Success",0.005904,0.076507,0.072714,0.115666,0.674764,0.649057,0.028307,0.078893,1.702337,262144,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32768,0,0,10,0,"Success",0.005777,0.07671,0.081221,0.116017,0.696091,0.64451,0.028488,0.079558,1.72892,262144,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32768,0,0,11,0,"Success",0.005448,0.077257,0.073255,0.115525,0.676389,0.658619,0.028198,0.085451,1.72062,262144,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,0,0,"Warmup",0.000297,0.112099,0.102917,0.009164,0.038662,0.056057,0.0157,0.0411,0.376327,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,1,0,"Warmup",0.000299,0.112672,0.105195,0.009234,0.038914,0.050426,0.016078,0.036344,0.369391,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,2,0,"Success",0.000261,0.114434,0.107677,0.009323,0.040762,0.050397,0.01554,0.042036,0.380786,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,3,0,"Success",0.000284,0.096702,0.091436,0.00938,0.05472,0.061108,0.01658,0.03534,0.365813,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,4,0,"Success",0.000284,0.081764,0.117329,0.009167,0.038932,0.053048,0.015637,0.035703,0.352135,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,5,0,"Success",0.000299,0.103352,0.11002,0.009281,0.038655,0.052392,0.016237,0.036963,0.36745,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,6,0,"Success",0.000287,0.124906,0.085984,0.009214,0.038926,0.052096,0.015822,0.036133,0.363614,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,7,0,"Success",0.000284,0.122283,0.114731,0.009425,0.038996,0.054492,0.016116,0.041673,0.398344,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,8,0,"Success",0.000284,0.109823,0.10053,0.009193,0.038258,0.049747,0.016089,0.036775,0.360977,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,9,0,"Success",0.000299,0.107364,0.124485,0.009234,0.039208,0.056314,0.015857,0.040426,0.393515,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,10,0,"Success",0.000287,0.101091,0.093557,0.010428,0.039093,0.053839,0.016177,0.036067,0.350896,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,11,0,"Success",0.000283,0.112254,0.104485,0.009194,0.03862,0.052368,0.015849,0.036524,0.369855,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,0,0,"Warmup",0.00849,0.050627,0.047695,0.097738,0.501835,0.324241,0.025846,0.097081,1.153887,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,1,0,"Warmup",0.008455,0.050524,0.04772,0.097266,0.53062,0.29158,0.026059,0.08438,1.136971,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,2,0,"Success",0.008507,0.050501,0.047739,0.097434,0.549155,0.319133,0.025945,0.095645,1.194398,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,3,0,"Success",0.008513,0.050516,0.04769,0.097507,0.510599,0.308497,0.025774,0.091453,1.140894,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,4,0,"Success",0.00853,0.05061,0.047697,0.097644,0.527755,0.324198,0.025773,0.095243,1.177786,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,5,0,"Success",0.008486,0.050509,0.047916,0.097359,0.528578,0.307188,0.025836,0.087894,1.154106,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,6,0,"Success",0.008529,0.050845,0.047902,0.097446,0.538336,0.303293,0.025628,0.090391,1.16273,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,7,0,"Success",0.008476,0.050568,0.04793,0.097643,0.534221,0.330418,0.025655,0.094689,1.18993,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,8,0,"Success",0.008541,0.050614,0.047883,0.09735,0.518631,0.308723,0.025945,0.090392,1.148429,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,9,0,"Success",0.008567,0.05058,0.047808,0.097828,0.518069,0.332114,0.02598,0.096228,1.177526,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,10,0,"Success",0.008592,0.050522,0.048042,0.097052,0.509999,0.318505,0.025787,0.102499,1.161342,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"powerof2",32768,0,0,11,0,"Success",0.00851,0.050594,0.04785,0.097875,0.505117,0.329142,0.025978,0.094941,1.160361,524288,0,262144,2.6587993343e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,0,0,"Warmup",0.004666,0.147689,0.127907,0.015155,0.934085,0.058494,0.014137,0.045252,1.347705,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,1,0,"Warmup",0.004749,0.128068,0.124138,0.012849,0.940613,0.057568,0.014958,0.050492,1.333771,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,2,0,"Success",0.004863,0.153153,0.155681,0.013456,0.957456,0.059623,0.014667,0.053197,1.412409,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,3,0,"Success",0.004678,0.126617,0.127294,0.013622,0.941059,0.057666,0.016532,0.050891,1.338667,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,4,0,"Success",0.004592,0.131712,0.151572,0.015416,0.947984,0.057826,0.016078,0.048415,1.373928,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,5,0,"Success",0.004776,0.146848,0.134322,0.015428,0.955581,0.059368,0.013702,0.04804,1.378393,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,6,0,"Success",0.004702,0.144205,0.142572,0.013184,0.936877,0.060363,0.015142,0.05211,1.369476,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,7,0,"Success",0.00484,0.135685,0.119617,0.013748,0.928356,0.061837,0.014762,0.045116,1.324296,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,8,0,"Success",0.004782,0.154726,0.150478,0.014568,0.920946,0.0593,0.015334,0.052972,1.373543,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,9,0,"Success",0.004662,0.146358,0.132701,0.013715,0.947134,0.058465,0.014982,0.05301,1.371343,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,10,0,"Success",0.004733,0.138662,0.125802,0.014662,0.843837,0.057402,0.015517,0.045967,1.246916,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Outplace","Real","float",1,"powerof2",32768,0,0,11,0,"Success",0.004778,0.146546,0.133939,0.014978,0.933488,0.069024,0.016179,0.057325,1.376578,262152,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,0,0,"Warmup",0.000361,0.059876,0.055607,0.047223,0.398458,0.481259,0.049091,0.099251,1.191488,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,1,0,"Warmup",0.000372,0.067448,0.055608,0.047322,0.399744,0.510965,0.049229,0.101372,1.232395,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,2,0,"Success",0.000403,0.059918,0.055444,0.047459,0.386751,0.470375,0.04911,0.096079,1.165903,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,3,0,"Success",0.000368,0.0599,0.055739,0.047452,0.410257,0.50758,0.049055,0.102052,1.232749,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,4,0,"Success",0.000365,0.066037,0.055578,0.047244,0.368069,0.482098,0.049144,0.095511,1.164407,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,5,0,"Success",0.000394,0.059801,0.055633,0.047269,0.432041,0.504471,0.048783,0.098664,1.247409,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,6,0,"Success",0.000385,0.059787,0.055698,0.047006,0.382532,0.487409,0.049208,0.102269,1.184651,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,7,0,"Success",0.000375,0.066501,0.056098,0.04716,0.410237,0.504953,0.049221,0.099505,1.234398,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,8,0,"Success",0.000367,0.059847,0.055501,0.047453,0.379141,0.486899,0.049148,0.099769,1.178453,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,9,0,"Success",0.000362,0.059911,0.055549,0.047351,0.411104,0.510404,0.04888,0.100702,1.234622,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,10,0,"Success",0.000393,0.066095,0.056145,0.047201,0.380598,0.478023,0.049169,0.099564,1.177526,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"powerof2",32768,0,0,11,0,"Success",0.000366,0.05967,0.055631,0.047436,0.412666,0.505237,0.049271,0.10222,1.23284,524288,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,0,0,"Warmup",0.000302,0.051654,0.048325,0.025608,0.04146,0.054879,0.031127,0.00613,0.259769,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,1,0,"Warmup",0.000388,0.051897,0.04909,0.026404,0.040997,0.051329,0.030984,0.005885,0.257257,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,2,0,"Success",0.000314,0.052257,0.048644,0.025091,0.041064,0.049646,0.030367,0.005665,0.253341,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,3,0,"Success",0.000306,0.052452,0.048549,0.024744,0.041128,0.055807,0.030594,0.005915,0.259774,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,4,0,"Success",0.000292,0.091687,0.048955,0.02517,0.041804,0.057975,0.031345,0.005536,0.303062,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,5,0,"Success",0.000317,0.052585,0.04868,0.024635,0.040524,0.055173,0.030806,0.005531,0.258541,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,6,0,"Success",0.000328,0.051766,0.04879,0.024965,0.040668,0.053729,0.031626,0.005541,0.257714,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,7,0,"Success",0.00032,0.05249,0.048649,0.025314,0.0409,0.056301,0.03163,0.005959,0.261955,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,8,0,"Success",0.000343,0.05155,0.048953,0.025342,0.041038,0.055986,0.030647,0.005823,0.26005,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,9,0,"Success",0.000392,0.051783,0.048518,0.025294,0.04024,0.056166,0.030732,0.005676,0.259103,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,10,0,"Success",0.000334,0.051759,0.048793,0.024782,0.040957,0.051,0.030918,0.005389,0.254217,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,11,0,"Success",0.000332,0.052272,0.048617,0.024732,0.040467,0.052782,0.030493,0.005484,0.255456,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,0,0,"Warmup",0.005526,0.059198,0.055739,0.047845,1.493331,0.740403,0.049739,0.138705,2.59089,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,1,0,"Warmup",0.005443,0.059066,0.055779,0.047799,1.55629,0.759531,0.049507,0.137048,2.670855,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,2,0,"Success",0.005493,0.058937,0.055835,0.047884,1.506042,0.742167,0.049434,0.137047,2.603213,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,3,0,"Success",0.005374,0.05909,0.056032,0.047714,1.54754,0.750253,0.049438,0.144414,2.660237,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,4,0,"Success",0.005509,0.058979,0.055807,0.047663,1.504288,0.763001,0.04942,0.141403,2.626464,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,5,0,"Success",0.005532,0.059687,0.056105,0.047811,1.534639,0.804296,0.049644,0.142868,2.700965,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,6,0,"Success",0.005432,0.059608,0.055813,0.04798,1.450051,0.770425,0.04943,0.142283,2.581406,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,7,0,"Success",0.005538,0.058756,0.055761,0.047835,1.515183,0.776303,0.049355,0.138277,2.64739,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,8,0,"Success",0.005945,0.059152,0.055586,0.047846,1.489961,0.720166,0.049572,0.1348,2.56342,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,9,0,"Success",0.005535,0.058946,0.056026,0.04789,1.560369,0.796086,0.049969,0.139196,2.714387,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,10,0,"Success",0.005454,0.058677,0.055707,0.04777,1.474713,0.732774,0.049489,0.142584,2.567524,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","double",1,"powerof2",32768,0,0,11,0,"Success",0.005518,0.058845,0.055646,0.047821,1.527958,0.780733,0.049808,0.138448,2.665134,1048576,0,524288,5.4167549714e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,0,0,"Warmup",0.000555,0.116773,0.107184,0.026321,0.037757,0.08103,0.032809,0.006414,0.409236,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,1,0,"Warmup",0.000545,0.10935,0.104863,0.026704,0.039305,0.078733,0.032545,0.006898,0.399325,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,2,0,"Success",0.000387,0.1062,0.106658,0.026858,0.036958,0.077401,0.033317,0.00658,0.39481,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,3,0,"Success",0.000429,0.108698,0.104964,0.027021,0.037877,0.077406,0.032922,0.006686,0.396384,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,4,0,"Success",0.000462,0.109143,0.106748,0.027207,0.038322,0.077976,0.032968,0.006364,0.399476,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,5,0,"Success",0.000392,0.106796,0.10661,0.026888,0.038044,0.078478,0.033047,0.006985,0.397647,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,6,0,"Success",0.000555,0.108487,0.104344,0.026948,0.03884,0.077866,0.033148,0.006867,0.397444,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,7,0,"Success",0.000398,0.1085,0.103863,0.027309,0.03884,0.080296,0.032762,0.00612,0.398478,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,8,0,"Success",0.000399,0.117675,0.107724,0.027459,0.037605,0.080258,0.033023,0.006636,0.411172,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,9,0,"Success",0.000554,0.111094,0.105057,0.027454,0.038369,0.080629,0.032729,0.006663,0.402919,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,10,0,"Success",0.000383,0.108313,0.105081,0.02709,0.039322,0.079807,0.032557,0.006096,0.399041,524304,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",1,"powerof2",32768,0,0,11,0,"Success",0.000382,0.108508,0.105614,0.026138,0.038597,0.077907,0.032998,0.006442,0.396959,524304,0,262144,2.7755999142e-17,0
