; "SupportedThreads",272,"UsedThreads",272,"TotalMemory",101215670272,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536876047,"CurrentTimeLocal","Thu Sep 13 15:00:47 2018","Hostname","nid07929","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00028
; "Time_ContextDestroy [ms]", 0.00028
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",49,0,0,11,44,"Success",0.0338,0.233713,0.158522,0.00097,0.0067,0.00589,0.00016,0.508836,0.950911,784,0,392,3.019078323e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,0,24,"Warmup",0.03147,0.213883,0.169832,0.00101,0.00941,0.00769,0.00019,0.654678,1.090173,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,1,24,"Warmup",0.025661,0.208332,0.170692,0.000511,0.00811,0.00747,0.00019,0.655338,1.078064,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,2,24,"Success",0.0263,0.204003,0.176422,0.00059,0.00802,0.00759,0.00019,0.640778,1.065683,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,3,24,"Success",0.026821,0.256953,0.173652,0.00076,0.00808,0.00755,0.00021,0.630768,1.106614,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,4,24,"Success",0.02548,0.203183,0.173672,0.00051,0.00802,0.00806,0.00019,0.652928,1.073873,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,5,24,"Success",0.024521,0.207342,0.172753,0.00058,0.00784,0.00735,0.0002,0.637348,1.059614,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,6,24,"Success",0.02526,0.204053,0.172442,0.00052,0.00824,0.05536,0.000551,0.648538,1.116884,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,7,24,"Success",0.02554,0.205933,0.175122,0.00049,0.0083,0.00766,0.0002,0.643958,1.069033,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,8,24,"Success",0.02575,0.202993,0.175572,0.00051,0.00797,0.00758,0.00019,0.650728,1.073053,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,9,24,"Success",0.025571,0.203752,0.170852,0.00058,0.00796,0.007531,0.0002,0.696798,1.115064,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,10,24,"Success",0.025121,0.204192,0.175032,0.00061,0.00822,0.007421,0.0002,0.650778,1.073174,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",81,0,0,11,24,"Success",0.02605,0.200982,0.172173,0.00059,0.00813,0.00742,0.0002,0.640228,1.057543,1296,0,648,3.918203023e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,0,36,"Warmup",0.095122,0.253403,0.207352,0.00141,0.00985,0.007711,0.00031,0.573577,1.151625,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,1,36,"Warmup",0.031881,0.247943,0.192362,0.00168,0.01064,0.00759,0.00024,0.552727,1.047723,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,2,36,"Success",0.025531,0.191222,0.147342,0.00125,0.00899,0.00682,0.00022,0.517397,0.900552,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,3,36,"Success",0.02645,0.233343,0.192283,0.00126,0.00882,0.00731,0.00031,0.547337,1.019273,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,4,36,"Success",0.02428,0.191592,0.148452,0.00145,0.00903,0.00713,0.0002,0.518827,0.902591,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,5,36,"Success",0.02315,0.182153,0.147391,0.00082,0.006271,0.00625,0.00021,0.505596,0.873341,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,6,36,"Success",0.02223,0.183662,0.149222,0.00076,0.0061,0.00622,0.0002,0.600318,0.970692,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,7,36,"Success",0.031711,0.248303,0.193032,0.00158,0.01059,0.00766,0.00042,0.592598,1.088044,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,8,36,"Success",0.0263,0.190093,0.145041,0.00148,0.008941,0.00696,0.00025,0.514586,0.895781,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,9,36,"Success",0.02336,0.182553,0.144792,0.00076,0.00622,0.00583,0.00021,0.591237,0.956942,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,10,36,"Success",0.02969,0.242663,0.153552,0.00154,0.00928,0.006981,0.0002,0.521806,0.967602,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",125,0,0,11,36,"Success",0.0232,0.184682,0.147362,0.00098,0.00717,0.00646,0.00021,0.510797,0.882851,2000,0,1000,3.7248868108e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,0,25,"Warmup",0.02924,0.241993,0.214462,0.00087,0.01142,0.00982,0.00035,0.709569,1.219545,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,1,25,"Warmup",0.024791,0.238963,0.213712,0.00102,0.01046,0.01008,0.00034,0.673738,1.174965,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,2,25,"Success",0.02543,0.239653,0.215233,0.001,0.01048,0.01013,0.00036,0.672159,1.176235,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,3,25,"Success",0.02521,0.239553,0.211563,0.00116,0.0103,0.0097,0.00035,0.707949,1.207705,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,4,25,"Success",0.02405,0.237883,0.210673,0.00113,0.01051,0.01,0.00036,0.672308,1.168554,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,5,25,"Success",0.025001,0.237293,0.210132,0.00089,0.01038,0.009991,0.00037,0.693168,1.189055,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,6,25,"Success",0.025901,0.239323,0.213322,0.0009,0.01053,0.010161,0.00035,0.719119,1.221386,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,7,25,"Success",0.02527,0.237853,0.211463,0.00091,0.01058,0.00974,0.00037,0.675908,1.173594,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,8,25,"Success",0.025261,0.236022,0.210882,0.00107,0.01075,0.0098,0.00035,0.672839,1.168805,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,9,25,"Success",0.0247,0.237313,0.214023,0.00106,0.0103,0.01009,0.00035,0.706659,1.206305,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,10,25,"Success",0.02499,0.234093,0.213073,0.00116,0.01073,0.00994,0.00037,0.674229,1.170405,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",243,0,0,11,25,"Success",0.024791,0.237253,0.214712,0.001081,0.01079,0.01021,0.00036,0.674508,1.175575,3888,0,1944,3.1214727045e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,0,45,"Warmup",0.027451,0.245543,0.194572,0.00195,0.01096,0.008811,0.00062,0.568787,1.060824,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,1,45,"Warmup",0.03294,0.312314,0.267763,0.00174,0.011531,0.01006,0.00055,0.647288,1.286926,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,2,45,"Success",0.036611,0.320264,0.244493,0.00257,0.01139,0.00879,0.00043,0.579918,1.207226,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,3,45,"Success",0.0291,0.249333,0.210883,0.00165,0.00939,0.00845,0.00044,0.676678,1.188414,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,4,45,"Success",0.029521,0.253303,0.219823,0.00233,0.01055,0.00883,0.00045,0.568977,1.096044,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,5,45,"Success",0.026941,0.245853,0.212932,0.00171,0.009421,0.00834,0.00037,0.562217,1.069474,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,6,45,"Success",0.0266,0.241903,0.268414,0.00207,0.0108,0.00911,0.00052,0.635378,1.197095,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,7,45,"Success",0.035571,0.322864,0.268273,0.00256,0.0115,0.0099,0.00047,0.640808,1.295246,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,8,45,"Success",0.02834,0.255253,0.213793,0.00286,0.01033,0.00891,0.00044,0.566537,1.088614,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,9,45,"Success",0.03308,0.317924,0.273053,0.00231,0.011241,0.00879,0.00044,0.577937,1.226865,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,10,45,"Success",0.02701,0.249103,0.211933,0.00174,0.00947,0.00859,0.00043,0.568277,1.078363,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",343,0,0,11,45,"Success",0.02575,0.241783,0.211463,0.00136,0.00898,0.00816,0.00046,0.620918,1.121094,5488,0,2744,2.996082677e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,0,37,"Warmup",0.027071,0.292393,0.246463,0.00267,0.013851,0.0106,0.00051,0.569707,1.164935,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,1,37,"Warmup",0.02131,0.284564,0.249223,0.00199,0.01091,0.01033,0.00054,0.539367,1.120084,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,2,37,"Success",0.02266,0.284864,0.246123,0.00187,0.01022,0.00969,0.00053,0.578378,1.156005,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,3,37,"Success",0.02076,0.276433,0.241593,0.00201,0.009981,0.00977,0.00054,0.433395,0.996142,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,4,37,"Success",0.02309,0.283223,0.246323,0.00182,0.00979,0.0098,0.00054,0.509196,1.085133,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,5,37,"Success",0.02179,0.279104,0.242503,0.00197,0.01004,0.00966,0.00054,0.571307,1.138644,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,6,37,"Success",0.020981,0.275223,0.246403,0.00189,0.01001,0.00983,0.00053,0.429686,0.996233,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,7,37,"Success",0.01985,0.377515,0.277993,0.00192,0.01131,0.009841,0.00054,0.538096,1.238855,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,8,37,"Success",0.021671,0.282083,0.244323,0.0018,0.00975,0.010101,0.00053,0.579417,1.151505,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,9,37,"Success",0.02128,0.271704,0.240893,0.00199,0.00982,0.00982,0.00052,0.433765,0.991692,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,10,37,"Success",0.021691,0.279043,0.296104,0.00207,0.01152,0.00975,0.00054,0.500846,1.123324,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",625,0,0,11,37,"Success",0.020131,0.277173,0.243833,0.00184,0.01009,0.00966,0.00054,0.575178,1.140285,10000,0,5000,4.2930220073e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,0,26,"Warmup",0.02705,0.375345,0.303624,0.00198,0.017,0.01541,0.00043,0.75877,1.501539,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,1,26,"Warmup",0.02446,0.319354,0.284304,0.00171,0.01691,0.01569,0.00041,1.049483,1.714141,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,2,26,"Success",0.0206,0.304404,0.270494,0.00168,0.0174,0.048641,0.00062,0.07194,0.737619,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,3,26,"Success",0.029041,0.348434,0.315154,0.00199,0.01694,0.015931,0.00041,0.706398,1.436208,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,4,26,"Success",0.02296,0.331004,0.288704,0.00168,0.01721,0.01536,0.00042,0.689939,1.369077,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,5,26,"Success",0.02245,0.346144,0.359875,0.00207,0.01681,0.01554,0.00047,0.681199,1.446478,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,6,26,"Success",0.02365,0.319764,0.279094,0.00198,0.01762,0.01554,0.00044,0.638258,1.297976,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,7,26,"Success",0.02377,0.321484,0.290404,0.00192,0.01673,0.01548,0.00045,0.619728,1.291546,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,8,26,"Success",0.022761,0.375884,0.281484,0.00216,0.01741,0.01554,0.00043,0.582057,1.299666,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,9,26,"Success",0.021111,0.305884,0.276163,0.00191,0.01719,0.01551,0.00052,0.581398,1.221326,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,10,26,"Success",0.02047,0.303064,0.273173,0.00174,0.01699,0.015651,0.00042,0.06724,0.700418,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",729,0,0,11,26,"Success",0.029921,0.340434,0.376365,0.00204,0.01703,0.01577,0.00044,0.707819,1.491689,11664,0,5832,5.7117153421e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,0,27,"Warmup",0.02717,0.579037,0.551067,0.00503,0.042511,0.03804,0.00155,0.420346,1.666581,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,1,27,"Warmup",0.02359,0.585047,0.566168,0.00511,0.04082,0.037171,0.00162,0.80192,2.063336,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,2,27,"Success",0.02398,0.576897,0.541197,0.0049,0.040971,0.03756,0.00169,0.611508,1.840523,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,3,27,"Success",0.02356,0.578837,0.562667,0.004221,0.04308,0.037581,0.00161,0.505126,1.758552,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,4,27,"Success",0.02455,0.577977,0.585118,0.00525,0.0415,0.037801,0.0018,0.586647,1.862473,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,5,27,"Success",0.02384,0.587578,0.554367,0.00493,0.04137,0.037691,0.00162,0.997832,2.251108,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,6,27,"Success",0.022201,0.568507,0.539107,0.00433,0.04163,0.037551,0.00153,0.388234,1.6049,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,7,27,"Success",0.02263,0.580857,0.571137,0.038411,0.04332,0.037711,0.00168,0.462776,1.760562,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,8,27,"Success",0.02541,0.586657,0.563167,0.00462,0.041341,0.03717,0.00154,0.512467,1.774232,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,9,27,"Success",0.02377,0.590688,0.608967,0.00458,0.041641,0.03801,0.00156,0.972823,2.283849,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,10,27,"Success",0.02181,0.643088,0.539097,0.00456,0.04227,0.037331,0.00159,0.380145,1.671801,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2187,0,0,11,27,"Success",0.02228,0.578097,0.624128,0.00485,0.042241,0.03686,0.00172,0.482076,1.794202,34992,0,17496,4.5099770703e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,0,46,"Warmup",0.02947,0.621758,0.739749,0.00588,0.02616,0.023041,0.002,0.309994,1.760222,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,1,46,"Warmup",0.02313,0.604468,0.79161,0.00467,0.02398,0.02244,0.00183,0.309444,1.783392,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,2,46,"Success",0.023451,0.610567,0.73557,0.00474,0.0238,0.02261,0.00185,0.305584,1.730032,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,3,46,"Success",0.02202,0.607448,0.733149,0.00499,0.023391,0.02259,0.00181,0.345814,1.763082,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,4,46,"Success",0.022841,0.610597,0.731579,0.004831,0.02383,0.02244,0.00187,0.298654,1.718512,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,5,46,"Success",0.02269,0.608318,0.731849,0.00469,0.02384,0.022311,0.00181,0.379885,1.797233,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,6,46,"Success",0.02385,0.610778,0.734709,0.00421,0.0243,0.02272,0.00183,0.302614,1.726841,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,7,46,"Success",0.021771,0.601677,0.730569,0.00458,0.024221,0.02202,0.00177,0.304144,1.712582,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,8,46,"Success",0.023021,0.611907,0.74088,0.00477,0.02477,0.02214,0.00173,0.311374,1.742512,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,9,46,"Success",0.02359,0.609378,0.730559,0.00435,0.02434,0.02337,0.00182,0.304244,1.723501,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,10,46,"Success",0.023491,0.651978,0.731259,0.00442,0.02421,0.022691,0.00171,0.299644,1.761213,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",2401,0,0,11,46,"Success",0.0234,0.618378,0.733319,0.00521,0.02445,0.023011,0.00168,0.308923,1.740281,38416,0,19208,4.0914484098e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,0,38,"Warmup",0.023411,0.80333,0.726169,0.00618,0.03548,0.033711,0.00214,0.344514,1.976725,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,1,38,"Warmup",0.021521,0.749119,0.844871,0.00578,0.03505,0.032511,0.00213,0.429945,2.122757,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,2,38,"Success",0.01974,0.836681,0.682189,0.00567,0.03425,0.03271,0.00217,0.351575,1.966755,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,3,38,"Success",0.02053,0.75161,0.84452,0.0056,0.033981,0.03294,0.00214,0.425446,2.118657,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,4,38,"Success",0.02046,0.839901,0.674668,0.00578,0.033631,0.03266,0.00223,0.348764,1.959914,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,5,38,"Success",0.020491,0.748429,0.843771,0.0058,0.03416,0.033181,0.00218,0.414075,2.103947,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,6,38,"Success",0.019021,0.80105,0.681158,0.00562,0.034331,0.03305,0.00217,0.352895,1.931145,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,7,38,"Success",0.01919,0.745979,0.841351,0.00579,0.03435,0.032961,0.00208,0.469136,2.152547,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,8,38,"Success",0.01972,0.80464,0.676309,0.00581,0.03472,0.031991,0.00219,0.349944,1.927104,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,9,38,"Success",0.02084,0.74698,0.903771,0.00519,0.033831,0.03291,0.00222,0.413545,2.161127,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,10,38,"Success",0.019571,0.80152,0.680178,0.00541,0.034191,0.03229,0.00215,0.353165,1.930065,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",3125,0,0,11,38,"Success",0.01983,0.747709,0.888172,0.00578,0.03404,0.032681,0.00224,0.417635,2.149947,50000,0,25000,5.1354681276e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,0,28,"Warmup",0.030281,0.940631,0.907182,0.00976,0.069601,0.03986,0.00537,2.262189,4.267094,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,1,28,"Warmup",0.02264,0.903111,0.914862,0.01033,0.056741,0.03517,0.00619,1.405078,3.356342,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,2,28,"Success",0.025681,0.921261,0.910482,0.00995,0.066841,0.0381,0.00584,2.080466,4.060561,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,3,28,"Success",0.02489,0.925622,0.963162,0.01037,0.052141,0.03483,0.0061,1.674131,3.693326,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,4,28,"Success",0.02382,0.945782,0.922741,0.00977,0.063161,0.039931,0.00556,2.38409,4.396965,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,5,28,"Success",0.021971,0.892841,0.915191,0.00969,0.050001,0.034131,0.00606,1.64249,3.574585,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,6,28,"Success",0.02372,0.933352,0.925891,0.009061,0.04825,0.038541,0.00627,2.172937,4.160272,104976,0,52488,6.1211085327e-08,0
"Fftw_mkl_gnuwrapper","Outplace","Complex","float",1,"radix357",6561,0,0,7,28,"Success",0.02378,0.894961,0.900911,0.010491,0.06618,0.037451,0.00593,1.409038,3.350742,104976,0,52488,6.1211085327e-08,0
