; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1545139284,"CurrentTimeLocal","Tue Dec 18 05:21:24 2018","Hostname","nid01333","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7.3e-05
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,1,19,"Warmup",0.001773,0.341051,0.324155,1.884853,31.707189,32.082086,1.997114,3.469693,71.80846,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,2,19,"Success",0.001917,0.338024,0.322577,1.912222,31.462273,31.203287,1.994,3.458937,70.693821,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,3,19,"Success",0.001479,0.339209,0.323468,1.91789,31.474764,31.577574,1.974089,3.433895,71.04293,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,4,19,"Success",0.00139,0.339081,0.321693,1.906255,31.762809,31.624797,1.96369,3.466028,71.386279,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,5,19,"Success",0.001805,0.336091,0.337669,1.894305,31.3217,31.837773,1.973413,3.472794,71.176014,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,6,19,"Success",0.001363,0.352249,0.324203,1.89951,31.77171,32.086418,2.018226,3.454799,71.908955,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,7,19,"Success",0.001702,0.337988,0.324187,1.901227,31.670596,32.083867,1.989385,3.49816,71.807587,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,8,19,"Success",0.001422,0.339167,0.323147,1.911781,31.69912,31.329374,1.993512,3.469339,71.06737,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,9,19,"Success",0.00136,0.33839,0.322277,1.907985,31.834311,31.001167,1.983865,3.448316,70.838236,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,10,19,"Success",0.00127,0.337009,0.322938,1.917696,31.562333,31.363234,1.976476,3.493026,70.97458,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",2097152,0,0,11,19,"Success",0.001383,0.33637,0.323184,1.913928,31.675004,31.52473,1.968146,3.47342,71.21669,16777216,0,16777216,2.3992861813e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,0,20,"Warmup",0.002472,0.36546,0.350629,3.443536,62.8315,63.655238,3.878458,6.786925,141.31585,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,1,20,"Warmup",0.002231,0.359252,0.345886,3.547379,63.730752,63.892982,3.895256,6.734547,142.509553,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,2,20,"Success",0.002555,0.359224,0.345952,3.545737,63.753619,63.483692,3.872512,6.74372,142.108109,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,3,20,"Success",0.002225,0.358297,0.345671,3.501447,64.005863,64.699264,3.877832,6.826377,143.618127,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,4,20,"Success",0.002591,0.358667,0.344838,3.494321,63.274316,64.19757,3.882301,6.738442,142.293867,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,5,20,"Success",0.002271,0.359428,0.345556,3.495433,64.681669,64.110546,3.873698,6.770878,143.640706,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,6,20,"Success",0.00204,0.35899,0.347468,3.49851,63.604006,64.493831,3.877988,6.743057,142.927037,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,7,20,"Success",0.002485,0.359183,0.345831,3.508518,65.005689,64.221894,3.890334,6.716141,144.051055,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,8,20,"Success",0.002202,0.359237,0.346997,3.524405,64.177307,63.9621,3.879646,6.760372,143.013326,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,9,20,"Success",0.002501,0.365735,0.346572,3.481477,63.198135,63.969572,3.880731,6.739087,141.984797,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,10,20,"Success",0.002277,0.35878,0.346145,3.490688,63.611454,63.940432,3.868307,6.730322,142.349593,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4194304,0,0,11,20,"Success",0.00262,0.358978,0.34425,3.510198,64.445635,63.749556,3.891684,6.739711,143.043923,33554432,0,33554432,2.5979667403e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,0,21,"Warmup",0.008473,0.52648,0.495175,55.553755,61.823565,62.824127,8.182625,19.485249,208.901009,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,1,21,"Warmup",0.010312,0.520514,0.49315,55.579988,62.315215,61.658733,8.162477,19.475133,208.216993,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,2,21,"Success",0.0092,0.522588,0.512656,55.592673,61.706058,62.342633,8.162948,19.61918,208.469579,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,3,21,"Success",0.009813,0.520242,0.492013,55.568583,62.021502,62.199521,8.196741,19.484929,208.494972,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,4,21,"Success",0.009738,0.518601,0.496628,55.586534,62.796116,62.131326,8.174439,19.6016,209.316679,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,5,21,"Success",0.010024,0.52085,0.496139,55.564114,62.628895,62.740609,8.186903,19.45778,209.606586,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,6,21,"Success",0.009095,0.517615,0.494547,55.569708,62.197276,62.192367,8.16444,19.427109,208.57394,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,7,21,"Success",0.009023,0.518514,0.493174,55.548908,61.761018,62.24491,8.161234,19.595049,208.333536,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,8,21,"Success",0.0101,0.5299,0.494217,55.553199,61.844558,62.396431,8.184575,19.554672,208.56904,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,9,21,"Success",0.008215,0.520378,0.508064,55.586276,61.717636,63.262262,8.189726,19.647753,209.442023,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,10,21,"Success",0.0101,0.518902,0.519008,55.60539,62.303465,62.200529,8.166648,19.701687,209.027456,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8388608,0,0,11,21,"Success",0.00835,0.519383,0.494411,55.579089,61.934211,62.899105,8.180461,19.512508,209.128971,67108864,0,67108864,2.5382012533e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,0,22,"Warmup",0.0005,0.006995,0.001436,0.00026,0.003435,0.000426,6.9e-05,0.002116,0.015574,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,1,22,"Warmup",0.000356,0.002327,0.001023,9.6e-05,0.000133,0.000102,2.4e-05,0.001556,0.005872,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,2,22,"Success",0.000269,0.002114,0.000998,8.5e-05,0.00012,0.000101,3.2e-05,0.001471,0.005448,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,3,22,"Success",0.000259,0.002196,0.001003,8.5e-05,0.000144,9.5e-05,3.4e-05,0.001493,0.005568,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,4,22,"Success",0.000257,0.002129,0.000974,8.4e-05,0.000127,9.7e-05,3.4e-05,0.001461,0.005441,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,5,22,"Success",0.000301,0.002177,0.000984,9.1e-05,0.000127,0.000101,3.3e-05,0.001481,0.005532,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,6,22,"Success",0.000284,0.002178,0.001004,8.5e-05,0.000126,9.3e-05,2.6e-05,0.001465,0.005521,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,7,22,"Success",0.000269,0.002182,0.000989,8.6e-05,0.000126,9.6e-05,3.4e-05,0.001475,0.005505,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,8,22,"Success",0.000262,0.002167,0.000972,8.5e-05,0.000127,9.7e-05,3.2e-05,0.001482,0.005478,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,9,22,"Success",0.000276,0.002163,0.001009,8.4e-05,0.000125,9.6e-05,3.4e-05,0.001485,0.005521,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,10,22,"Success",0.000263,0.002187,0.001003,8.4e-05,0.000134,0.000105,2.6e-05,0.001478,0.005517,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",9,0,0,11,22,"Success",0.000261,0.002127,0.000965,8.5e-05,0.000135,0.000103,2.6e-05,0.001454,0.005409,72,0,72,3.6462810559e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,0,35,"Warmup",0.000486,0.009024,0.003234,0.000117,0.009127,0.00327,7.9e-05,0.002129,0.027783,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,1,35,"Warmup",0.000349,0.003727,0.002288,0.000111,0.000571,0.000325,4.8e-05,0.001694,0.009382,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,2,35,"Success",0.000289,0.003752,0.002145,0.000102,0.000351,0.000305,4.8e-05,0.001651,0.008908,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,3,35,"Success",0.000296,0.003614,0.00219,7.4e-05,0.000332,0.000308,5.7e-05,0.001692,0.008823,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,4,35,"Success",0.000296,0.003698,0.00211,9.2e-05,0.000322,0.000293,3.5e-05,0.001652,0.008759,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,5,35,"Success",0.000301,0.003624,0.002047,8.4e-05,0.000329,0.000302,5.1e-05,0.001639,0.008643,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,6,35,"Success",0.000303,0.003658,0.002153,7.4e-05,0.000325,0.000285,2.8e-05,0.00164,0.008725,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,7,35,"Success",0.000298,0.003666,0.002114,8.6e-05,0.00032,0.000283,2.9e-05,0.001672,0.008708,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,8,35,"Success",0.000324,0.003551,0.002134,9.4e-05,0.000327,0.000276,3.6e-05,0.001616,0.00858,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,9,35,"Success",0.000303,0.003503,0.002063,7.7e-05,0.000338,0.000284,3.6e-05,0.001629,0.008472,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,10,35,"Success",0.000274,0.003568,0.002096,8.6e-05,0.000321,0.000282,3.6e-05,0.001643,0.008558,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",25,0,0,11,35,"Success",0.000276,0.00354,0.002141,8.6e-05,0.000335,0.000287,3.8e-05,0.0016,0.00855,200,0,200,3.1040231146e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,0,23,"Warmup",0.000412,0.005877,0.0027,0.000143,0.00652,0.005502,7.6e-05,0.002235,0.02375,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,1,23,"Warmup",0.0004,0.003918,0.00241,9.2e-05,0.00046,0.000425,5.8e-05,0.001855,0.009886,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,2,23,"Success",0.000361,0.003675,0.002242,0.000102,0.000336,0.000336,6.6e-05,0.001782,0.009156,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,3,23,"Success",0.000295,0.003636,0.002283,0.000103,0.00029,0.000328,5.9e-05,0.001792,0.009051,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,4,23,"Success",0.000282,0.003587,0.002218,9.1e-05,0.000301,0.000326,6.7e-05,0.001778,0.008902,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,5,23,"Success",0.000298,0.003645,0.002274,8.5e-05,0.00029,0.000336,6.6e-05,0.001744,0.008974,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,6,23,"Success",0.000293,0.003651,0.002209,9.4e-05,0.000306,0.000338,6.6e-05,0.001742,0.008952,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,7,23,"Success",0.000303,0.003662,0.002276,8.9e-05,0.000278,0.000337,6.7e-05,0.001766,0.00901,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,8,23,"Success",0.000295,0.003564,0.002256,8.9e-05,0.000307,0.000336,6.5e-05,0.001753,0.008908,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,9,23,"Success",0.000297,0.003716,0.002251,0.000102,0.000283,0.000325,6.5e-05,0.001763,0.009037,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,10,23,"Success",0.000301,0.003572,0.002284,9.7e-05,0.000313,0.000329,5.9e-05,0.001754,0.008955,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",27,0,0,11,23,"Success",0.000271,0.003569,0.00224,9.6e-05,0.000283,0.00033,6.6e-05,0.001778,0.008861,216,0,216,1.1968113015e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,0,44,"Warmup",0.00052,0.01033,0.00408,0.000132,0.008907,0.005826,8.2e-05,0.002224,0.032409,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,1,44,"Warmup",0.000319,0.004901,0.002996,0.000104,0.000513,0.000504,3.9e-05,0.001676,0.011325,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,2,44,"Success",0.000278,0.00452,0.002847,8.3e-05,0.000436,0.000372,5.1e-05,0.001712,0.010565,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,3,44,"Success",0.000306,0.004468,0.002902,8.1e-05,0.000415,0.000392,4e-05,0.00168,0.010547,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,4,44,"Success",0.000294,0.0045,0.002856,9.9e-05,0.000425,0.000361,4e-05,0.001677,0.010499,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,5,44,"Success",0.000292,0.004511,0.002861,9e-05,0.000425,0.000408,4e-05,0.001649,0.010545,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,6,44,"Success",0.000295,0.004525,0.0028,9.3e-05,0.00041,0.000399,4e-05,0.001643,0.010467,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,7,44,"Success",0.000282,0.00447,0.002763,9.2e-05,0.00041,0.000364,4e-05,0.001657,0.010331,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,8,44,"Success",0.000277,0.004375,0.002824,9.2e-05,0.000425,0.000382,4e-05,0.00165,0.010315,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,9,44,"Success",0.000296,0.004515,0.002814,9e-05,0.000411,0.000381,4e-05,0.001618,0.01043,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,10,44,"Success",0.000274,0.00448,0.002796,9.3e-05,0.000419,0.00036,4e-05,0.001632,0.010343,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",49,0,0,11,44,"Success",0.000278,0.004521,0.002815,8.2e-05,0.000408,0.000362,4e-05,0.001654,0.010411,392,0,392,3.9752976362e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,0,24,"Warmup",0.000396,0.007096,0.004344,0.000146,0.001299,0.000933,7.7e-05,0.002157,0.016754,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,1,24,"Warmup",0.000333,0.005508,0.003856,0.000111,0.000523,0.000547,3.9e-05,0.001871,0.013059,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,2,24,"Success",0.000319,0.005284,0.003724,0.000113,0.000499,0.00054,4e-05,0.001858,0.012657,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,3,24,"Success",0.000294,0.005312,0.003666,0.000115,0.000498,0.00053,4e-05,0.001849,0.012556,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,4,24,"Success",0.000313,0.005249,0.003613,0.000114,0.000491,0.000521,4e-05,0.001846,0.012447,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,5,24,"Success",0.000301,0.005183,0.003626,9.1e-05,0.000479,0.000524,3.9e-05,0.001853,0.012331,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,6,24,"Success",0.000311,0.005241,0.003664,9.5e-05,0.000464,0.00052,3.9e-05,0.001852,0.012443,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,7,24,"Success",0.000283,0.005327,0.003593,0.000109,0.000483,0.000521,4e-05,0.001865,0.012479,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,8,24,"Success",0.000315,0.00532,0.003609,0.000107,0.000471,0.0005,4e-05,0.001858,0.012472,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,9,24,"Success",0.000307,0.00521,0.003649,9e-05,0.000461,0.000506,3.9e-05,0.001848,0.012365,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,10,24,"Success",0.00027,0.00529,0.003633,0.000101,0.000482,0.000508,3.9e-05,0.001841,0.012402,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",81,0,0,11,24,"Success",0.000296,0.005271,0.00358,0.000103,0.000489,0.000511,3.8e-05,0.00186,0.012373,648,0,648,4.0043538666e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,0,36,"Warmup",0.001192,0.008682,0.005232,0.000128,0.002086,0.001583,6.4e-05,0.002159,0.021419,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,1,36,"Warmup",0.000354,0.006708,0.004896,0.000105,0.0008,0.000663,4.3e-05,0.001988,0.015835,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,2,36,"Success",0.000321,0.006513,0.004994,9.9e-05,0.000726,0.00056,5e-05,0.001865,0.015392,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,3,36,"Success",0.000306,0.006505,0.004836,9.8e-05,0.000725,0.000596,4.2e-05,0.001812,0.015173,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,4,36,"Success",0.000308,0.006578,0.004814,0.0001,0.000711,0.000584,4.4e-05,0.001793,0.015183,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,5,36,"Success",0.000281,0.006396,0.004844,0.000113,0.000715,0.000573,4.3e-05,0.001776,0.014993,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,6,36,"Success",0.000286,0.006395,0.004743,9.8e-05,0.000684,0.00057,4.4e-05,0.001774,0.014843,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,7,36,"Success",0.000307,0.006454,0.004747,0.000103,0.000704,0.000564,4.4e-05,0.00177,0.014934,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,8,36,"Success",0.000305,0.006404,0.004722,9.6e-05,0.000682,0.000566,4.3e-05,0.001773,0.014846,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,9,36,"Success",0.000306,0.006415,0.00476,0.0001,0.000697,0.000561,4.3e-05,0.001769,0.014914,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,10,36,"Success",0.000296,0.006455,0.0048,9.8e-05,0.000681,0.000562,5.1e-05,0.001764,0.01496,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",125,0,0,11,36,"Success",0.000313,0.006423,0.004739,0.000108,0.000705,0.000569,4.2e-05,0.001764,0.014896,1000,0,1000,3.4226147547e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,0,25,"Warmup",0.000363,0.022236,0.016924,0.00022,0.002185,0.002038,9.3e-05,0.002128,0.046481,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,1,25,"Warmup",0.000353,0.018257,0.016056,0.000207,0.001323,0.001239,7e-05,0.00184,0.039607,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,2,25,"Success",0.000313,0.01797,0.015964,0.000219,0.001166,0.001206,7.7e-05,0.00184,0.039016,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,3,25,"Success",0.000313,0.017757,0.015738,0.00023,0.001171,0.001114,7.6e-05,0.00183,0.038479,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,4,25,"Success",0.000316,0.017615,0.015586,0.000205,0.001105,0.001133,7.1e-05,0.00183,0.038096,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,5,25,"Success",0.000295,0.017599,0.015457,0.000222,0.00112,0.001116,6.4e-05,0.001868,0.037978,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,6,25,"Success",0.000319,0.017436,0.015477,0.000214,0.00112,0.001085,6.4e-05,0.001802,0.037765,1944,0,1944,3.6212200588e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"radix357",243,0,0,7,25,"Success",0.000315,0.017452,0.015363,0.000223,0.001126,0.0011,6.9e-05,0.001814,0.037705,1944,0,1944,3.6212200588e-08,0
