; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1544801116,"CurrentTimeLocal","Fri Dec 14 07:25:16 2018","Hostname","nid01132","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",65535,0,0,10,1,"Success",0.000282,0.070935,0.065601,0.054773,0.222323,0.227345,0.058021,0.006691,0.706311,524280,0,524280,1.2932565318e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",65535,0,0,11,1,"Success",0.000296,0.071024,0.066012,0.054863,0.222757,0.226487,0.058192,0.014681,0.71465,524280,0,524280,1.2932565318e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,0,2,"Warmup",0.003493,12.028555,11.065099,0.677303,2.851274,3.064089,0.091999,1.211074,30.993428,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,1,2,"Warmup",0.003746,12.644121,11.371594,0.605889,2.862762,2.908513,0.080334,1.082154,31.559655,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,2,2,"Success",0.003544,12.05229,11.353176,0.604824,2.85521,2.888109,0.080558,1.115707,30.953923,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,3,2,"Success",0.003496,12.115524,11.289336,0.617171,2.803838,2.905765,0.080317,1.071521,30.887462,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,4,2,"Success",0.00347,12.700316,11.077334,0.637836,2.804891,2.898,0.08028,1.054662,31.257377,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,5,2,"Success",0.003602,12.048966,11.351831,0.599636,2.838001,2.90989,0.080394,1.07008,30.902924,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,6,2,"Success",0.003532,12.045369,11.187557,0.599837,2.811168,2.869082,0.080037,1.069783,30.666873,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,7,2,"Success",0.003599,11.931009,11.915615,0.628917,2.921214,2.958231,0.082239,1.102764,31.544214,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,8,2,"Success",0.003523,12.051141,11.295741,0.600834,2.82921,2.904874,0.080505,1.064077,30.830402,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,9,2,"Success",0.003596,12.202205,10.972396,0.602683,2.856321,2.903212,0.080486,1.049415,30.670834,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,10,2,"Success",0.003514,12.052583,11.39101,0.602792,2.850006,3.446621,0.081844,1.12922,31.558113,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",131071,0,0,11,2,"Success",0.003733,12.157817,11.29114,0.612209,2.840711,2.895926,0.080373,1.06857,30.950999,1048568,0,1048568,1.4010855829e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,0,0,"Warmup",0.000301,0.026351,0.022024,0.013479,0.078714,0.080354,0.011775,0.009145,0.242384,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,1,0,"Warmup",0.000312,0.026957,0.022687,0.013721,0.079994,0.079131,0.011732,0.009231,0.244037,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,2,0,"Success",0.000306,0.026426,0.02236,0.013514,0.077926,0.078548,0.011931,0.008857,0.240117,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,3,0,"Success",0.000312,0.027009,0.022501,0.013433,0.078899,0.079883,0.011662,0.00907,0.24302,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,4,0,"Success",0.00031,0.02708,0.023023,0.013656,0.077584,0.080646,0.011813,0.009079,0.243536,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,5,0,"Success",0.000299,0.02664,0.02281,0.013634,0.078028,0.079902,0.011849,0.009279,0.242708,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,6,0,"Success",0.000303,0.026312,0.021853,0.013518,0.079266,0.08158,0.011725,0.009209,0.244023,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,7,0,"Success",0.000336,0.027096,0.023126,0.01363,0.077627,0.079948,0.011387,0.008639,0.242043,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,8,0,"Success",0.000304,0.026854,0.022636,0.013421,0.079197,0.080266,0.011859,0.009338,0.244107,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,9,0,"Success",0.000294,0.026782,0.023137,0.013607,0.077788,0.080502,0.011538,0.008903,0.242794,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,10,0,"Success",0.000309,0.026844,0.021427,0.01327,0.077643,0.081343,0.011862,0.008626,0.24158,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",127,129,0,11,0,"Success",0.000299,0.027046,0.022631,0.01356,0.078283,0.080465,0.011777,0.009142,0.243451,131064,0,131064,1.204769732e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,0,1,"Warmup",0.006917,0.052403,0.03807,0.30515,0.360271,0.162243,0.060352,0.011624,0.997482,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,1,1,"Warmup",0.000422,0.047728,0.040008,0.054462,0.160956,0.159683,0.060075,0.00988,0.533607,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,2,1,"Success",0.000365,0.04564,0.037939,0.054268,0.160017,0.163365,0.059867,0.010491,0.532307,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,3,1,"Success",0.000316,0.045205,0.037177,0.054192,0.159097,0.163901,0.060404,0.010599,0.531283,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,4,1,"Success",0.000331,0.044935,0.038503,0.053622,0.161881,0.160204,0.060268,0.010567,0.53067,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,5,1,"Success",0.000302,0.044588,0.039089,0.053895,0.158962,0.163761,0.0809,0.0108,0.552669,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,6,1,"Success",0.000308,0.044425,0.038225,0.053405,0.163147,0.163437,0.060709,0.010105,0.534143,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,7,1,"Success",0.00034,0.043617,0.036723,0.053648,0.160022,0.162481,0.060365,0.010021,0.527566,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,8,1,"Success",0.000316,0.043848,0.036882,0.054052,0.16074,0.159838,0.060422,0.010413,0.526884,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,9,1,"Success",0.000348,0.043865,0.038124,0.053734,0.160405,0.159315,0.060097,0.01111,0.52734,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,10,1,"Success",0.000333,0.043208,0.036493,0.053682,0.161115,0.161239,0.060331,0.010915,0.52767,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",255,257,0,11,1,"Success",0.000317,0.043888,0.037085,0.053941,0.160412,0.172815,0.068568,0.011036,0.548514,524280,0,524280,1.2385979904e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,0,4,"Warmup",0.005926,0.047032,0.038687,0.287249,0.185498,0.108926,0.064394,0.009677,0.747781,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,1,4,"Warmup",0.000446,0.043838,0.039233,0.055824,0.08709,0.088209,0.064041,0.010389,0.389424,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,2,4,"Success",0.000423,0.041604,0.038999,0.055952,0.08831,0.089612,0.064214,0.010952,0.3904,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,3,4,"Success",0.000338,0.041895,0.037285,0.055872,0.08706,0.08768,0.064074,0.010773,0.385303,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,4,4,"Success",0.000286,0.041375,0.038501,0.055804,0.086535,0.101518,0.066178,0.010343,0.401002,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,5,4,"Success",0.000317,0.042505,0.038651,0.05585,0.08707,0.089399,0.063983,0.009259,0.38739,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,6,4,"Success",0.000346,0.042344,0.038677,0.055926,0.086228,0.087628,0.063985,0.010813,0.38629,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,7,4,"Success",0.000327,0.041444,0.037159,0.055917,0.085546,0.087636,0.063926,0.010851,0.383131,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,8,4,"Success",0.00028,0.041605,0.038303,0.055809,0.085783,0.089054,0.063976,0.010359,0.385515,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,9,4,"Success",0.000278,0.041688,0.037359,0.055935,0.08647,0.088531,0.06411,0.010281,0.384977,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,10,4,"Success",0.0003,0.041017,0.039143,0.055803,0.085533,0.087673,0.06377,0.009897,0.383474,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",256,267,0,11,4,"Success",0.000276,0.042025,0.038012,0.055844,0.086157,0.087431,0.064313,0.010592,0.38499,546816,0,546816,1.1835598102e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,0,2,"Warmup",0.0068,0.082674,0.062368,1.452094,0.640233,0.494072,0.230158,0.011339,2.980337,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,1,2,"Warmup",0.000622,0.086418,0.061774,0.21075,0.489098,0.488859,0.229122,0.010492,1.577639,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,2,2,"Success",0.000484,0.077363,0.061481,0.209778,0.495032,0.49353,0.229026,0.010497,1.577698,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,3,2,"Success",0.000452,0.072477,0.066008,0.210551,0.495054,0.490286,0.23036,0.010286,1.575996,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,4,2,"Success",0.00048,0.077917,0.060244,0.211983,0.493725,0.486703,0.230657,0.010797,1.573032,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,5,2,"Success",0.000445,0.07973,0.060357,0.216962,0.494252,0.486667,0.230589,0.01011,1.579668,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,6,2,"Success",0.000462,0.075553,0.060433,0.211483,0.490911,0.486384,0.230104,0.010644,1.566485,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,7,2,"Success",0.000435,0.074316,0.061352,0.211347,0.486449,0.484749,0.230091,0.00993,1.559165,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,8,2,"Success",0.00043,0.073701,0.061195,0.21375,0.50241,0.49001,0.230369,0.010785,1.583155,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,9,2,"Success",0.000421,0.078279,0.060485,0.210401,0.48797,0.488277,0.230056,0.010067,1.566444,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,10,2,"Success",0.000424,0.083685,0.059785,0.216679,0.497587,0.485421,0.231188,0.011176,1.586451,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",511,513,0,11,2,"Success",0.000419,0.07736,0.0603,0.216713,0.490818,0.487185,0.231645,0.011288,1.576228,2097144,0,2097144,1.1934558199e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,0,0,"Warmup",0.000366,0.022263,0.019313,0.023726,0.086202,0.11733,0.023615,0.013223,0.30639,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,1,0,"Warmup",0.000353,0.022673,0.019756,0.023706,0.087342,0.094774,0.023286,0.012609,0.284813,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,2,0,"Success",0.000353,0.022207,0.019185,0.023502,0.100341,0.114152,0.023331,0.01372,0.317085,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,3,0,"Success",0.000318,0.022664,0.019369,0.023539,0.086734,0.093515,0.023283,0.014066,0.283809,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,4,0,"Success",0.000328,0.022294,0.01976,0.023515,0.096481,0.150987,0.024483,0.014097,0.35227,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,5,0,"Success",0.000403,0.022876,0.019899,0.024438,0.165691,0.163621,0.023518,0.012781,0.433557,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,6,0,"Success",0.000316,0.022552,0.019603,0.023112,0.16166,0.16267,0.023494,0.01263,0.426337,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,7,0,"Success",0.000315,0.022647,0.019302,0.023125,0.162726,0.16129,0.023344,0.012533,0.425569,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,8,0,"Success",0.00032,0.022415,0.019626,0.023277,0.16214,0.159999,0.023093,0.01254,0.423722,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,9,0,"Success",0.000332,0.022379,0.019884,0.023181,0.088042,0.087176,0.023075,0.01324,0.277631,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,10,0,"Success",0.00036,0.022454,0.019564,0.023493,0.087956,0.088506,0.02356,0.01394,0.280158,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",31,29,30,11,0,"Success",0.000353,0.023056,0.019766,0.023483,0.087624,0.086884,0.023179,0.012907,0.277538,215760,0,215760,6.9322935188e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,0,7,"Warmup",0.000539,0.030434,0.019277,0.257442,0.216961,0.198875,0.200485,0.015318,0.939771,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,1,7,"Warmup",0.000497,0.026521,0.019847,0.160672,0.194725,0.197559,0.201024,0.014376,0.815597,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,2,7,"Success",0.00047,0.026445,0.020046,0.166925,0.193925,0.196914,0.201154,0.014535,0.820763,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,3,7,"Success",0.000385,0.02608,0.020191,0.160512,0.192846,0.19704,0.20068,0.015264,0.813374,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,4,7,"Success",0.000438,0.026573,0.020617,0.160595,0.193309,0.196932,0.201069,0.01508,0.81507,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,5,7,"Success",0.000398,0.026021,0.022222,0.160827,0.192984,0.214624,0.200673,0.015088,0.833264,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,6,7,"Success",0.000403,0.026483,0.022124,0.160004,0.193849,0.196489,0.201104,0.014431,0.815218,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,7,7,"Success",0.0004,0.026244,0.019881,0.160566,0.192057,0.198022,0.200277,0.01408,0.811962,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,8,7,"Success",0.000421,0.025644,0.020311,0.160538,0.192961,0.195838,0.200437,0.013888,0.810354,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,9,7,"Success",0.00043,0.026015,0.021962,0.160652,0.192715,0.196778,0.200021,0.015176,0.814151,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,10,7,"Success",0.000403,0.026054,0.019994,0.160557,0.193381,0.19774,0.200293,0.015255,0.814129,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",49,81,51,11,7,"Success",0.000397,0.026005,0.021733,0.160432,0.191949,0.197174,0.201265,0.014896,0.814263,1619352,0,1619352,5.6761015269e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,0,1,"Warmup",0.005991,0.045969,0.032978,0.859618,0.40881,0.402763,0.260363,0.021656,2.038545,2194920,0,2194920,1.0740869713e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,1,1,"Warmup",0.000597,0.043115,0.036365,0.217789,0.363577,0.382228,0.260686,0.021179,1.326004,2194920,0,2194920,1.0740869713e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,2,1,"Success",0.000529,0.048071,0.041021,0.223513,0.373333,0.382228,0.260902,0.019878,1.349974,2194920,0,2194920,1.0740869713e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,3,1,"Success",0.00041,0.041167,0.037835,0.218715,0.37048,0.383569,0.261169,0.019618,1.333432,2194920,0,2194920,1.0740869713e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,4,1,"Success",0.000431,0.042982,0.034869,0.218453,0.368849,0.382721,0.260955,0.020173,1.329962,2194920,0,2194920,1.0740869713e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",63,67,65,5,1,"Success",0.000477,0.04119,0.034648,0.215367,0.36482,0.38185,0.260803,0.019394,1.319087,2194920,0,2194920,1.0740869713e-07,0
