; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1537608790,"CurrentTimeLocal","Sat Sep 22 02:33:10 2018","Hostname","nid01287","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7.3e-05
; "Time_ContextDestroy [ms]", 8.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.000234,0.005271,0.00442,8.4e-05,0.000237,0.000247,3.5e-05,0.000954,0.011663,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.000208,0.005316,0.004387,9.5e-05,0.000244,0.000241,3.4e-05,0.000962,0.011655,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000234,0.005339,0.004389,8.1e-05,0.000243,0.000245,3.5e-05,0.00097,0.011723,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.000208,0.005243,0.004379,8.2e-05,0.000241,0.000241,2.3e-05,0.000975,0.011604,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.000209,0.0053,0.004398,8e-05,0.00024,0.000258,3.5e-05,0.000963,0.011672,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.000235,0.005323,0.004401,8.4e-05,0.000241,0.00024,2.3e-05,0.000966,0.011712,1024,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.00031,0.010868,0.008668,0.000226,0.00404,0.004613,8.6e-05,0.001248,0.030333,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000253,0.009647,0.008483,0.000167,0.000432,0.00042,7.3e-05,0.001023,0.020686,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.000267,0.009441,0.008507,0.000152,0.000354,0.00036,7.4e-05,0.000977,0.020325,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.000203,0.009402,0.008494,0.000153,0.000355,0.000372,7.2e-05,0.000962,0.020189,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.000202,0.009352,0.008482,0.000139,0.000351,0.000368,7.2e-05,0.000962,0.020121,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.00021,0.00943,0.008406,0.000154,0.000354,0.000343,7.1e-05,0.000954,0.020115,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.000209,0.009391,0.008408,0.000151,0.000339,0.000357,7.1e-05,0.000948,0.020075,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.000244,0.009381,0.008469,0.00015,0.000337,0.000338,7.2e-05,0.000953,0.020122,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000216,0.009429,0.008511,0.000152,0.000339,0.000359,7.2e-05,0.000948,0.020233,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000208,0.009429,0.008463,0.000157,0.000355,0.000354,7.3e-05,0.000958,0.020174,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.00022,0.009379,0.008409,0.000152,0.000355,0.000345,7.2e-05,0.000956,0.020067,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.000236,0.009391,0.008436,0.00014,0.000336,0.000355,7.2e-05,0.000982,0.02013,2048,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000316,0.018692,0.016783,0.00034,0.004839,0.004239,0.000101,0.001258,0.046799,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.000282,0.017578,0.016518,0.000313,0.000769,0.000728,6.6e-05,0.001004,0.037484,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.00026,0.017443,0.016478,0.000319,0.000716,0.000722,7.2e-05,0.00103,0.037217,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.000233,0.017362,0.01647,0.00031,0.000708,0.000725,7.3e-05,0.001016,0.037083,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.000224,0.017349,0.016448,0.000326,0.000686,0.00074,7.8e-05,0.000967,0.03701,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.000216,0.017357,0.0165,0.000317,0.000679,0.000714,8.1e-05,0.000974,0.037032,4096,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.000226,0.017362,0.016451,0.000315,0.000701,0.000709,7.8e-05,0.000958,0.036975,4096,0,4096,0,0
